Sea-Bird SBE 9 Data File:,,,,,,,,,,,,,,,,,,,,,,,,,,
FileName = C:\Users\CTD\ctddata\SAV-17-04\002.hdr,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Version Seasave V 7.26.1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature SN = 6060,,,,,,,,,,,,,,,,,,,,,,,,,,
Conductivity SN = 1909,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Bytes Per Scan = 21,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Voltage Words = 3,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Scans Averaged by the Deck Unit = 1,,,,,,,,,,,,,,,,,,,,,,,,,,
System UpLoad Time = Mar 30 2017 21:29:55,,,,,,,,,,,,,,,,,,,,,,,,,,
SBE 11plus V 5.2,,,,,,,,,,,,,,,,,,,,,,,,,,
" Salinity, Practical [PSU]"," Temperature [ITS-90, deg C]", Voltage 0," Depth [salt water, m], lat0", Conductivity [S/m], Conductivity [mS/cm], Conductivity [uS/cm]," Density [density, kg/m^3]"," Density [sigma-theta,kg/m^3]"," Density [sigma-t, kg/m^3 ]"," Density [sigma-1, kg/m^3 ]"," Density [sigma-2, kg/m^3 ]", Descent Rate [m/s]," Fluorescence, WET LabsCDOM [mg/m^3]"," Fluorescence, WET LabsWETstar [mg/m^3]"," Time, Elapsed [minutes]", Voltage 1, Voltage 2, Voltage 3, Voltage 4," PAR/Irradiance, Biospherical/Licor"," Oxygen, SBE 43 [% saturation]", Nitrogen Saturation [mg/l], Bottles Fired, Bottle Position in Carousel, Acceleration [m/s^2], flag
37.7385,19.2827,0,2.56,5.046358,50.463582,5.05E+04,1027.0535,27.0424,27.0423,31.3084,35.4808,-0.12,1.4469,0.4053,1.0778,0,0.1636,0.0781,2.0806,6.64E+03,72.691,11.82431,0,0,-0.01,0.00E+00
37.7383,19.2829,0,2.54,5.046362,50.463623,5.05E+04,1027.0533,27.0422,27.0421,31.3082,35.4806,-0.121,1.4469,0.3877,1.0785,0,0.1636,0.0769,2.0806,6.64E+03,72.712,11.82428,0,0,-0.03,0.00E+00
37.7385,19.2832,0,2.529,5.046423,50.464234,5.05E+04,1027.0533,27.0423,27.0422,31.3083,35.4806,-0.123,1.4469,0.4053,1.0792,0,0.1636,0.0781,2.0806,6.64E+03,72.731,11.8242,0,0,-0.05,0.00E+00
37.7386,19.2835,0,2.519,5.04646,50.464601,5.05E+04,1027.0532,27.0423,27.0421,31.3082,35.4806,-0.126,1.4469,0.4053,1.0799,0,0.1636,0.0781,2.0794,6.64E+03,72.691,11.82414,0,0,-0.06,0.00E+00
37.7389,19.2841,0,2.495,5.046554,50.465538,5.05E+04,1027.0532,27.0423,27.0422,31.3083,35.4806,-0.129,1.4469,0.3877,1.0806,0,0.1636,0.0769,2.0806,6.64E+03,72.762,11.82401,0,0,-0.09,0.00E+00
37.7393,19.2846,0,2.498,5.046652,50.466516,5.05E+04,1027.0534,27.0425,27.0424,31.3085,35.4808,-0.133,1.4675,0.4053,1.0813,0,0.1648,0.0781,2.0794,6.64E+03,72.712,11.82388,0,0,-0.08,0.00E+00
37.74,19.2849,0,2.488,5.046774,50.467739,5.05E+04,1027.0537,27.0429,27.0428,31.3089,35.4812,-0.136,1.4675,0.3877,1.0819,0,0.1648,0.0769,2.0794,6.64E+03,72.721,11.82376,0,0,-0.08,0.00E+00
37.7404,19.2856,0,2.477,5.046896,50.468962,5.05E+04,1027.0538,27.0431,27.043,31.309,35.4813,-0.14,1.4881,0.3877,1.0826,0,0.1661,0.0769,2.0794,6.64E+03,72.732,11.82359,0,0,-0.1,0.00E+00
37.7409,19.2859,0,2.458,5.046994,50.46994,5.05E+04,1027.0541,27.0434,27.0433,31.3093,35.4816,-0.145,1.4675,0.3877,1.0833,0,0.1648,0.0769,2.0794,6.64E+03,72.74,11.82349,0,0,-0.12,0.00E+00
37.7417,19.2865,0,2.446,5.047145,50.471448,5.05E+04,1027.0545,27.0439,27.0437,31.3097,35.482,-0.15,1.4881,0.4053,1.084,0,0.1661,0.0781,2.0781,6.64E+03,72.683,11.82332,0,0,-0.11,0.00E+00
37.7422,19.287,0,2.437,5.047259,50.47259,5.05E+04,1027.0547,27.0441,27.044,31.31,35.4823,-0.155,1.4881,0.4053,1.0847,0,0.1661,0.0781,2.0781,6.64E+03,72.685,11.82319,0,0,-0.12,0.00E+00
37.7428,19.2875,0,2.413,5.047381,50.473812,5.05E+04,1027.0549,27.0444,27.0443,31.3103,35.4825,-0.161,1.4675,0.4053,1.0854,0,0.1648,0.0781,2.0781,6.64E+03,72.684,11.82304,0,0,-0.15,0.00E+00
37.7436,19.2877,0,2.416,5.047504,50.475035,5.05E+04,1027.0555,27.045,27.0449,31.3109,35.4832,-0.167,1.4675,0.3877,1.0861,0,0.1648,0.0769,2.0769,6.64E+03,72.624,11.82294,0,0,-0.13,0.00E+00
37.7448,19.2883,0,2.406,5.047716,50.477155,5.05E+04,1027.0562,27.0458,27.0457,31.3116,35.4839,-0.172,1.4675,0.3877,1.0868,0,0.1648,0.0769,2.0769,6.64E+03,72.622,11.82272,0,0,-0.14,0.00E+00
37.7455,19.2885,0,2.385,5.047822,50.478215,5.05E+04,1027.0566,27.0463,27.0462,31.3121,35.4843,-0.179,1.4469,0.3877,1.0875,0,0.1636,0.0769,2.0757,6.64E+03,72.555,11.82262,0,0,-0.15,0.00E+00
37.7467,19.2888,0,2.374,5.047989,50.479886,5.05E+04,1027.0574,27.0471,27.0469,31.3129,35.4851,-0.184,1.4675,0.3877,1.0882,0,0.1648,0.0769,2.0757,6.64E+03,72.547,11.82248,0,0,-0.13,0.00E+00
37.748,19.2891,0,2.374,5.048172,50.481721,5.05E+04,1027.0583,27.048,27.0479,31.3138,35.486,-0.19,1.4675,0.3877,1.0889,0,0.1648,0.0769,2.0757,6.64E+03,72.541,11.82233,0,0,-0.14,0.00E+00
37.7491,19.2893,0,2.351,5.048327,50.48327,5.05E+04,1027.059,27.0488,27.0487,31.3146,35.4868,-0.196,1.4675,0.3701,1.0896,0,0.1648,0.0757,2.0757,6.64E+03,72.536,11.82221,0,0,-0.15,0.00E+00
37.7506,19.2895,0,2.354,5.048523,50.485227,5.05E+04,1027.0601,27.0498,27.0497,31.3156,35.4878,-0.201,1.4469,0.3701,1.0903,0,0.1636,0.0757,2.0745,6.64E+03,72.472,11.82205,0,0,-0.12,0.00E+00
37.7516,19.2896,0,2.322,5.048649,50.486491,5.05E+04,1027.0607,27.0506,27.0505,31.3164,35.4885,-0.207,1.4469,0.3877,1.091,0,0.1636,0.0769,2.0745,6.64E+03,72.466,11.82196,0,0,-0.14,0.00E+00
37.7525,19.2897,0,2.333,5.048771,50.487714,5.05E+04,1027.0614,27.0513,27.0512,31.3171,35.4892,-0.211,1.4469,0.3877,1.0917,0,0.1636,0.0769,2.0733,6.64E+03,72.401,11.82187,0,0,-0.12,0.00E+00
37.7535,19.2896,0,2.322,5.048877,50.488774,5.05E+04,1027.0621,27.0521,27.0519,31.3178,35.49,-0.216,1.4469,0.3877,1.0924,0,0.1636,0.0769,2.0733,6.64E+03,72.391,11.82181,0,0,-0.11,0.00E+00
37.7547,19.2898,0,2.302,5.049045,50.490446,5.05E+04,1027.063,27.053,27.0529,31.3187,35.4909,-0.221,1.4675,0.3877,1.0931,0,0.1648,0.0769,2.0733,6.64E+03,72.382,11.82168,0,0,-0.13,0.00E+00
37.7563,19.2899,0,2.3,5.049244,50.492443,5.05E+04,1027.0642,27.0542,27.0541,31.3199,35.4921,-0.226,1.4675,0.4053,1.0938,0,0.1648,0.0781,2.072,6.64E+03,72.313,11.82154,0,0,-0.11,0.00E+00
37.757,19.2903,0,2.291,5.049371,50.493707,5.05E+04,1027.0645,27.0546,27.0545,31.3203,35.4925,-0.229,1.4675,0.4053,1.0944,0,0.1648,0.0781,2.072,6.64E+03,72.299,11.82141,0,0,-0.08,0.00E+00
37.758,19.2909,0,2.282,5.04955,50.495501,5.05E+04,1027.0651,27.0552,27.0551,31.3209,35.493,-0.233,1.4675,0.4229,1.0951,0,0.1648,0.0794,2.072,6.64E+03,72.287,11.82121,0,0,-0.08,0.00E+00
37.7584,19.2913,0,2.291,5.049648,50.49648,5.05E+04,1027.0653,27.0554,27.0553,31.3211,35.4932,-0.235,1.4675,0.4053,1.0958,0,0.1648,0.0781,2.072,6.64E+03,72.277,11.8211,0,0,-0.06,0.00E+00
37.7597,19.292,0,2.272,5.049872,50.498722,5.05E+04,1027.066,27.0562,27.0561,31.3219,35.494,-0.238,1.4675,0.4229,1.0965,0,0.1648,0.0794,2.0708,6.64E+03,72.207,11.82087,0,0,-0.06,0.00E+00
37.7601,19.2926,0,2.272,5.04999,50.499905,5.05E+04,1027.0662,27.0564,27.0563,31.322,35.4941,-0.239,1.4469,0.4053,1.0972,0,0.1636,0.0781,2.0708,6.64E+03,72.196,11.82071,0,0,-0.04,0.00E+00
37.7611,19.2929,0,2.268,5.050129,50.501291,5.05E+04,1027.0668,27.057,27.0569,31.3227,35.4948,-0.24,1.4469,0.4229,1.0979,0,0.1636,0.0794,2.0708,6.64E+03,72.187,11.82059,0,0,-0.02,0.00E+00
37.7617,19.2933,0,2.261,5.050247,50.502473,5.05E+04,1027.0672,27.0574,27.0573,31.323,35.4951,-0.241,1.4675,0.4053,1.0986,0,0.1648,0.0781,2.0708,6.64E+03,72.185,11.82046,0,0,-0.02,0.00E+00
37.7621,19.2939,0,2.272,5.050366,50.503656,5.05E+04,1027.0674,27.0575,27.0574,31.3232,35.4953,-0.24,1.4469,0.3877,1.0993,0,0.1636,0.0769,2.0708,6.64E+03,72.181,11.82031,0,0,0.03,0.00E+00
37.7628,19.2945,0,2.261,5.050504,50.505042,5.05E+04,1027.0677,27.0579,27.0578,31.3235,35.4955,-0.239,1.4469,0.3877,1.1,0,0.1636,0.0769,2.0708,6.64E+03,72.178,11.82014,0,0,0.01,0.00E+00
37.7627,19.295,0,2.261,5.050549,50.505491,5.05E+04,1027.0675,27.0577,27.0576,31.3233,35.4954,-0.238,1.4469,0.3877,1.1007,0,0.1636,0.0769,2.0708,6.64E+03,72.178,11.82006,0,0,0.03,0.00E+00
37.7625,19.2951,0,2.268,5.050541,50.505409,5.05E+04,1027.0673,27.0575,27.0574,31.3231,35.4951,-0.235,1.4469,0.3877,1.1014,0,0.1636,0.0769,2.0708,6.64E+03,72.175,11.82004,0,0,0.08,0.00E+00
37.7629,19.2952,0,2.272,5.050602,50.506021,5.05E+04,1027.0677,27.0578,27.0577,31.3235,35.4955,-0.231,1.4675,0.3701,1.1021,0,0.1648,0.0757,2.0708,6.64E+03,72.174,11.81999,0,0,0.08,0.00E+00
37.7635,19.2953,0,2.272,5.050675,50.506755,5.05E+04,1027.068,27.0582,27.0581,31.3238,35.4958,-0.227,1.4881,0.3877,1.1028,0,0.1661,0.0769,2.0708,6.64E+03,72.175,11.81993,0,0,0.1,0.00E+00
37.7633,19.2957,0,2.282,5.0507,50.507,5.05E+04,1027.0679,27.058,27.0579,31.3236,35.4956,-0.221,1.4881,0.3701,1.1035,0,0.1661,0.0757,2.0708,6.64E+03,72.177,11.81987,0,0,0.14,0.00E+00
37.7628,19.2957,0,2.282,5.050639,50.506388,5.05E+04,1027.0675,27.0576,27.0575,31.3232,35.4953,-0.215,1.4881,0.3525,1.1042,0,0.1661,0.0745,2.0708,6.64E+03,72.182,11.81991,0,0,0.15,0.00E+00
37.7617,19.2957,0,2.282,5.050508,50.505083,5.05E+04,1027.0666,27.0567,27.0566,31.3224,35.4944,-0.209,1.4881,0.3525,1.1049,0,0.1661,0.0745,2.072,6.64E+03,72.245,11.81999,0,0,0.15,0.00E+00
37.7604,19.2962,0,2.3,5.05041,50.504104,5.05E+04,1027.0656,27.0557,27.0555,31.3213,35.4933,-0.201,1.4881,0.3877,1.1056,0,0.1661,0.0769,2.072,6.64E+03,72.258,11.81999,0,0,0.2,0.00E+00
37.7591,19.2962,0,2.302,5.050255,50.502555,5.05E+04,1027.0646,27.0547,27.0545,31.3203,35.4923,-0.192,1.4881,0.3877,1.1063,0,0.1661,0.0769,2.072,6.64E+03,72.267,11.82009,0,0,0.21,0.00E+00
37.7572,19.2962,0,2.322,5.050027,50.500271,5.05E+04,1027.0632,27.0531,27.053,31.3188,35.4908,-0.183,1.4675,0.3877,1.1069,0,0.1648,0.0769,2.0733,6.64E+03,72.339,11.82023,0,0,0.22,0.00E+00
37.7551,19.2958,0,2.322,5.049746,50.497458,5.05E+04,1027.0618,27.0517,27.0516,31.3174,35.4894,-0.173,1.4469,0.3701,1.1076,0,0.1636,0.0757,2.0733,6.64E+03,72.356,11.82046,0,0,0.24,0.00E+00
37.7523,19.2955,0,2.333,5.049379,50.493788,5.05E+04,1027.0597,27.0496,27.0495,31.3153,35.4874,-0.162,1.4469,0.4053,1.1083,0,0.1636,0.0781,2.0745,6.64E+03,72.435,11.82074,0,0,0.26,0.00E+00
37.7499,19.2955,0,2.354,5.049093,50.490934,5.05E+04,1027.058,27.0478,27.0477,31.3135,35.4856,-0.15,1.4469,0.3877,1.109,0,0.1636,0.0769,2.0757,6.64E+03,72.521,11.82092,0,0,0.29,0.00E+00
37.7471,19.2947,0,2.361,5.048673,50.486735,5.05E+04,1027.0561,27.0459,27.0458,31.3116,35.4837,-0.137,1.4675,0.3701,1.1097,0,0.1648,0.0757,2.0769,6.64E+03,72.611,11.8213,0,0,0.3,0.00E+00
37.7445,19.2941,0,2.385,5.048298,50.482984,5.05E+04,1027.0544,27.044,27.0439,31.3098,35.482,-0.123,1.4469,0.3701,1.1104,0,0.1636,0.0757,2.0781,6.64E+03,72.702,11.82161,0,0,0.34,0.00E+00
37.7418,19.2936,0,2.395,5.047915,50.479152,5.05E+04,1027.0524,27.0421,27.0419,31.3078,35.48,-0.109,1.4469,0.3701,1.1111,0,0.1636,0.0757,2.0794,6.64E+03,72.798,11.82193,0,0,0.34,0.00E+00
37.7386,19.2933,0,2.416,5.047516,50.475157,5.05E+04,1027.0502,27.0397,27.0396,31.3055,35.4777,-0.093,1.4469,0.3701,1.1118,0,0.1636,0.0757,2.0806,6.64E+03,72.899,11.82221,0,0,0.38,0.00E+00
37.7351,19.2929,0,2.437,5.047047,50.470469,5.05E+04,1027.0477,27.0371,27.037,31.3029,35.4752,-0.077,1.4469,0.3701,1.1125,0,0.1636,0.0757,2.0806,6.64E+03,72.942,11.82257,0,0,0.39,0.00E+00
37.7316,19.2924,0,2.458,5.04659,50.465903,5.05E+04,1027.0452,27.0346,27.0345,31.3004,35.4727,-0.06,1.4469,0.3701,1.1132,0,0.1636,0.0757,2.0818,6.64E+03,73.047,11.82292,0,0,0.41,0.00E+00
37.7282,19.2924,0,2.474,5.046183,50.461827,5.05E+04,1027.0428,27.032,27.0319,31.2979,35.4702,-0.043,1.4469,0.3877,1.1139,0,0.1636,0.0769,2.083,6.64E+03,73.152,11.82319,0,0,0.42,0.00E+00
37.7251,19.2924,0,2.488,5.045824,50.45824,5.05E+04,1027.0404,27.0296,27.0295,31.2955,35.4678,-0.025,1.4469,0.3701,1.1146,0,0.1636,0.0757,2.0842,6.64E+03,73.265,11.82341,0,0,0.41,0.00E+00
37.7223,19.2925,0,2.529,5.045502,50.455021,5.05E+04,1027.0384,27.0275,27.0273,31.2934,35.4657,-0.006,1.4469,0.3701,1.1153,0,0.1636,0.0757,2.0855,6.64E+03,73.378,11.82361,0,0,0.47,0.00E+00
37.719,19.2929,0,2.529,5.045147,50.451474,5.05E+04,1027.0358,27.0249,27.0247,31.2908,35.4631,0.013,1.4675,0.3877,1.116,0,0.1648,0.0769,2.0867,6.64E+03,73.494,11.82379,0,0,0.45,0.00E+00
37.7154,19.2928,0,2.55,5.044711,50.447114,5.04E+04,1027.0332,27.0221,27.022,31.2881,35.4604,0.032,1.4675,0.3701,1.1167,0,0.1648,0.0757,2.0879,6.64E+03,73.613,11.82408,0,0,0.47,0.00E+00
37.7118,19.2932,0,2.581,5.044332,50.443323,5.04E+04,1027.0305,27.0193,27.0191,31.2852,35.4576,0.052,1.4675,0.3877,1.1174,0,0.1648,0.0769,2.0891,6.64E+03,73.736,11.82427,0,0,0.48,0.00E+00
37.7081,19.2936,0,2.602,5.043937,50.43937,5.04E+04,1027.0276,27.0163,27.0162,31.2823,35.4547,0.072,1.4675,0.4053,1.1181,0,0.1648,0.0781,2.0904,6.64E+03,73.857,11.82447,0,0,0.48,0.00E+00
37.705,19.2937,0,2.62,5.043578,50.435784,5.04E+04,1027.0253,27.0139,27.0138,31.2799,35.4523,0.092,1.4469,0.3877,1.1187,0,0.1636,0.0769,2.0916,6.64E+03,73.98,11.82469,0,0,0.48,0.00E+00
37.7021,19.2941,0,2.632,5.043269,50.432687,5.04E+04,1027.023,27.0116,27.0115,31.2776,35.45,0.111,1.4469,0.4053,1.1194,0,0.1636,0.0781,2.0916,6.64E+03,74.045,11.82484,0,0,0.46,0.00E+00
37.6987,19.2942,0,2.674,5.042878,50.428775,5.04E+04,1027.0206,27.009,27.0088,31.275,35.4474,0.133,1.4469,0.4053,1.1201,0,0.1636,0.0781,2.0928,6.64E+03,74.164,11.82508,0,0,0.51,0.00E+00
37.6955,19.2942,0,2.684,5.042511,50.425108,5.04E+04,1027.0182,27.0065,27.0064,31.2726,35.445,0.153,1.4469,0.3877,1.1208,0,0.1636,0.0769,2.094,6.64E+03,74.285,11.82531,0,0,0.49,0.00E+00
37.6919,19.2943,0,2.715,5.042087,50.42087,5.04E+04,1027.0155,27.0037,27.0036,31.2698,35.4423,0.173,1.4675,0.3877,1.1215,0,0.1648,0.0769,2.0952,6.64E+03,74.404,11.82557,0,0,0.49,0.00E+00
37.6891,19.2942,0,2.726,5.041749,50.417489,5.04E+04,1027.0134,27.0016,27.0015,31.2677,35.4402,0.193,1.4469,0.3877,1.1222,0,0.1636,0.0769,2.0952,6.64E+03,74.462,11.8258,0,0,0.47,0.00E+00
37.686,19.2943,0,2.757,5.041386,50.413863,5.04E+04,1027.0111,26.9992,26.999,31.2653,35.4378,0.213,1.4469,0.3877,1.1229,0,0.1636,0.0769,2.0965,6.64E+03,74.58,11.82602,0,0,0.49,0.00E+00
37.6828,19.2942,0,2.778,5.041007,50.410074,5.04E+04,1027.0089,26.9968,26.9967,31.263,35.4355,0.232,1.4675,0.3877,1.1236,0,0.1648,0.0769,2.0965,6.64E+03,74.636,11.82627,0,0,0.46,0.00E+00
37.6801,19.2937,0,2.806,5.040628,50.406285,5.04E+04,1027.007,26.9949,26.9947,31.261,35.4336,0.252,1.4675,0.4053,1.1243,0,0.1648,0.0781,2.0965,6.64E+03,74.685,11.82658,0,0,0.48,0.00E+00
37.6799,19.2912,0,2.818,5.040331,50.403311,5.04E+04,1027.0075,26.9953,26.9952,31.2615,35.4341,0.27,1.4675,0.4053,1.125,0,0.1648,0.0781,2.0977,6.64E+03,74.793,11.82709,0,0,0.43,0.00E+00
37.6804,19.2873,0,2.839,5.039981,50.399809,5.04E+04,1027.0091,26.9968,26.9967,31.2631,35.4357,0.289,1.4469,0.3877,1.1257,0,0.1636,0.0769,2.0977,6.64E+03,74.835,11.82781,0,0,0.44,0.00E+00
37.6809,19.2844,0,2.87,5.039716,50.397161,5.04E+04,1027.0104,26.9979,26.9978,31.2642,35.4369,0.307,1.4469,0.4053,1.1264,0,0.1636,0.0781,2.0977,6.64E+03,74.873,11.82836,0,0,0.44,0.00E+00
37.6795,19.2832,0,2.881,5.039431,50.39431,5.04E+04,1027.0097,26.9972,26.997,31.2635,35.4362,0.323,1.4469,0.4053,1.1271,0,0.1636,0.0781,2.0989,6.64E+03,74.969,11.82869,0,0,0.39,0.00E+00
37.6779,19.2825,0,2.912,5.039154,50.39154,5.04E+04,1027.0087,26.9961,26.9959,31.2624,35.4352,0.34,1.4469,0.4229,1.1278,0,0.1636,0.0794,2.0989,6.64E+03,74.999,11.82896,0,0,0.4,0.00E+00
37.676,19.2823,0,2.933,5.038918,50.389178,5.04E+04,1027.0074,26.9947,26.9946,31.2611,35.4338,0.356,1.4469,0.4229,1.1285,0,0.1636,0.0794,2.0989,6.64E+03,75.026,11.82914,0,0,0.38,0.00E+00
37.6741,19.2818,0,2.943,5.038633,50.386327,5.04E+04,1027.0061,26.9934,26.9932,31.2598,35.4325,0.37,1.4469,0.4053,1.1292,0,0.1636,0.0781,2.1001,6.64E+03,75.109,11.82938,0,0,0.34,0.00E+00
37.6728,19.2815,0,2.973,5.038445,50.384453,5.04E+04,1027.0054,26.9925,26.9923,31.2589,35.4317,0.385,1.4469,0.4229,1.1299,0,0.1636,0.0794,2.1001,6.64E+03,75.132,11.82955,0,0,0.36,0.00E+00
37.6703,19.2815,0,2.983,5.038148,50.38148,5.04E+04,1027.0035,26.9906,26.9904,31.257,35.4298,0.398,1.4469,0.4053,1.1306,0,0.1636,0.0781,2.1013,6.64E+03,75.207,11.82974,0,0,0.31,0.00E+00
37.6688,19.2818,0,3.003,5.038005,50.380054,5.04E+04,1027.0023,26.9893,26.9892,31.2557,35.4285,0.41,1.4675,0.4053,1.1313,0,0.1648,0.0781,2.1013,6.64E+03,75.22,11.82979,0,0,0.29,0.00E+00
37.6662,19.2828,0,3.035,5.037818,50.378181,5.04E+04,1027.0003,26.9871,26.987,31.2535,35.4263,0.422,1.4469,0.4229,1.1319,0,0.1636,0.0794,2.1026,6.64E+03,75.29,11.82978,0,0,0.29,0.00E+00
37.6639,19.2836,0,3.025,5.037614,50.376144,5.04E+04,1026.9982,26.9851,26.985,31.2515,35.4243,0.431,1.4469,0.4053,1.1326,0,0.1636,0.0781,2.1026,6.64E+03,75.298,11.82981,0,0,0.22,0.00E+00
37.662,19.2844,0,3.056,5.037484,50.374841,5.04E+04,1026.9967,26.9835,26.9833,31.2499,35.4227,0.441,1.4469,0.4229,1.1333,0,0.1636,0.0794,2.1026,6.64E+03,75.301,11.82979,0,0,0.23,0.00E+00
37.66,19.2847,0,3.067,5.037285,50.372845,5.04E+04,1026.9952,26.9819,26.9817,31.2483,35.4211,0.448,1.4262,0.4229,1.134,0,0.1624,0.0794,2.1038,6.64E+03,75.361,11.82988,0,0,0.19,0.00E+00
37.6598,19.2834,0,3.087,5.037113,50.371135,5.04E+04,1026.9954,26.982,26.9819,31.2485,35.4213,0.455,1.4469,0.4229,1.1347,0,0.1636,0.0794,2.105,6.64E+03,75.421,11.83016,0,0,0.17,0.00E+00
37.6607,19.2813,0,3.087,5.036991,50.369913,5.04E+04,1026.9967,26.9833,26.9831,31.2497,35.4226,0.461,1.4469,0.4053,1.1354,0,0.1636,0.0781,2.105,6.64E+03,75.418,11.83051,0,0,0.13,0.00E+00
37.6617,19.2785,0,3.098,5.03682,50.368203,5.04E+04,1026.9982,26.9848,26.9846,31.2513,35.4242,0.465,1.4675,0.4229,1.1361,0,0.1648,0.0794,2.1062,6.64E+03,75.471,11.83097,0,0,0.1,0.00E+00
37.6614,19.2768,0,3.119,5.036605,50.366045,5.04E+04,1026.9986,26.985,26.9849,31.2516,35.4245,0.468,1.4675,0.4404,1.1368,0,0.1648,0.0806,2.1062,6.64E+03,75.462,11.83132,0,0,0.08,0.00E+00
37.661,19.276,0,3.119,5.036462,50.36462,5.04E+04,1026.9985,26.9849,26.9848,31.2515,35.4244,0.47,1.4675,0.4229,1.1375,0,0.1648,0.0794,2.1087,6.64E+03,75.571,11.83152,0,0,0.05,0.00E+00
37.6602,19.2756,0,3.129,5.036319,50.363195,5.04E+04,1026.998,26.9844,26.9842,31.2509,35.4239,0.471,1.4675,0.4229,1.1382,0,0.1648,0.0794,2.1099,6.64E+03,75.621,11.83167,0,0,0.01,0.00E+00
37.659,19.2754,0,3.138,5.036165,50.361647,5.04E+04,1026.9972,26.9835,26.9834,31.2501,35.4231,0.47,1.4675,0.4229,1.1389,0,0.1648,0.0794,2.1111,6.64E+03,75.675,11.83179,0,0,-0.03,0.00E+00
37.658,19.2755,0,3.137,5.036043,50.360426,5.04E+04,1026.9963,26.9827,26.9826,31.2493,35.4223,0.468,1.4675,0.4404,1.1396,0,0.1648,0.0806,2.1123,6.64E+03,75.726,11.83186,0,0,-0.05,0.00E+00
37.6569,19.2756,0,3.138,5.035929,50.359286,5.04E+04,1026.9955,26.9819,26.9817,31.2484,35.4214,0.464,1.4469,0.4229,1.1403,0,0.1636,0.0794,2.1136,6.64E+03,75.777,11.83192,0,0,-0.09,0.00E+00
37.6564,19.2747,0,3.15,5.035786,50.35786,5.04E+04,1026.9954,26.9818,26.9816,31.2484,35.4213,0.46,1.4469,0.4229,1.141,0,0.1636,0.0794,2.1148,6.64E+03,75.83,11.83212,0,0,-0.1,0.00E+00
37.6564,19.2739,0,3.138,5.035688,50.356883,5.04E+04,1026.9955,26.9819,26.9818,31.2485,35.4215,0.453,1.4469,0.4229,1.1417,0,0.1636,0.0794,2.1172,6.64E+03,75.942,11.83228,0,0,-0.16,0.00E+00
37.6571,19.2727,0,3.15,5.035644,50.356436,5.04E+04,1026.9965,26.9828,26.9827,31.2494,35.4225,0.445,1.4675,0.4229,1.1424,0,0.1648,0.0794,2.1184,6.64E+03,76,11.83247,0,0,-0.18,0.00E+00
37.6569,19.272,0,3.15,5.035542,50.355418,5.04E+04,1026.9965,26.9828,26.9827,31.2495,35.4225,0.437,1.4469,0.4053,1.1431,0,0.1636,0.0781,2.1209,6.64E+03,76.122,11.83262,0,0,-0.2,0.00E+00
37.657,19.2716,0,3.138,5.035517,50.355173,5.04E+04,1026.9966,26.983,26.9828,31.2496,35.4227,0.427,1.4675,0.4053,1.1438,0,0.1648,0.0781,2.1221,6.64E+03,76.189,11.83268,0,0,-0.25,0.00E+00
37.6567,19.271,0,3.15,5.035407,50.354074,5.04E+04,1026.9966,26.9829,26.9828,31.2496,35.4226,0.416,1.4469,0.4053,1.1444,0,0.1636,0.0781,2.1245,6.64E+03,76.32,11.83284,0,0,-0.24,0.00E+00
37.6567,19.2708,0,3.138,5.035395,50.353952,5.04E+04,1026.9966,26.983,26.9829,31.2497,35.4227,0.404,1.4469,0.4053,1.1451,0,0.1636,0.0781,2.1258,6.64E+03,76.396,11.83287,0,0,-0.29,0.00E+00
37.6564,19.2703,0,3.129,5.035293,50.352934,5.04E+04,1026.9964,26.9829,26.9827,31.2495,35.4226,0.391,1.4469,0.4053,1.1458,0,0.1636,0.0781,2.1282,6.64E+03,76.535,11.833,0,0,-0.32,0.00E+00
37.6564,19.2699,0,3.129,5.035257,50.352567,5.04E+04,1026.9965,26.9829,26.9828,31.2496,35.4227,0.377,1.4675,0.4053,1.1465,0,0.1648,0.0781,2.1294,6.64E+03,76.615,11.83307,0,0,-0.33,0.00E+00
37.6558,19.2698,0,3.119,5.035171,50.351712,5.04E+04,1026.9961,26.9826,26.9824,31.2492,35.4223,0.363,1.4675,0.4053,1.1472,0,0.1648,0.0781,2.1331,6.64E+03,76.819,11.83315,0,0,-0.35,0.00E+00
37.6552,19.2701,0,3.119,5.035143,50.351427,5.04E+04,1026.9956,26.982,26.9819,31.2487,35.4218,0.347,1.4675,0.3877,1.1479,0,0.1648,0.0769,2.1343,6.64E+03,76.911,11.83312,0,0,-0.37,0.00E+00
37.6545,19.2706,0,3.106,5.035114,50.351142,5.04E+04,1026.9949,26.9814,26.9812,31.2481,35.4211,0.331,1.4469,0.3877,1.1486,0,0.1636,0.0769,2.138,6.64E+03,77.126,11.83307,0,0,-0.4,0.00E+00
37.6527,19.272,0,3.098,5.035041,50.350409,5.04E+04,1026.993,26.9796,26.9794,31.2463,35.4193,0.314,1.4469,0.4053,1.1493,0,0.1636,0.0781,2.1392,6.64E+03,77.229,11.83294,0,0,-0.39,0.00E+00
