Latitude [deg],Longitude [deg],"Salinity, Practical [PSU]","Temperature [ITS-90, deg C]",Voltage 0,"Depth [salt water, m]",Conductivity [uS/cm],Conductivity [mS/cm],Conductivity [S/m],"Density [density, kg/m^3]","Density [sigma-theta, kg/m^3]","Density [sigma-t, kg/m^3 ]","Density [sigma-1, kg/m^3 ]","Density [sigma-4, kg/m^3 ]","Depth [salt water, m]",Descent Rate [m/s],"Fluorescence, WET Labs WETstar [mg/m^3]","Fluorescence, WET Labs WETstar, 2 [mg/m^3]","Fluorescence, WET Labs WETstar, Diff, 2 - 1 [mg/m^3]","Time, Elapsed [minutes]",Voltage 1,Voltage 2,Voltage 3,Voltage 4,"PAR/Irradiance, Biospherical/Licor","Oxygen, SBE 43 [% saturation]",Nitrogen Saturation [mg/l],Bottles Fired,Bottle Position in Carousel,Acceleration [m/s^2],flag:  0.000e+00
31.37364,-80.32286,36.0407,19.4376,0.1087,1.167,4.86E+04,48.600103,4.86001,1025.7088,25.7037,25.7037,29.9778,42.2485,1.167,-0.167,0.8572,2.0111,1.1539,0.2,0.1807,0.188,1.8095,1.0611,2.71E+02,72.874,11.9233,0,0,9.67E-08,0.00E+00
31.37364,-80.32286,36.0507,19.4372,0.1074,1.271,4.86E+04,48.611782,4.861178,1025.717,25.7115,25.7114,29.9855,42.256,1.271,-0.118,0.8402,2.0111,1.1709,0.2042,0.1807,0.188,1.8046,1.0379,2.91E+02,72.373,11.92261,0,0,0.19,0.00E+00
31.37364,-80.32286,36.0544,19.4372,0.1074,1.374,4.86E+04,48.616292,4.861629,1025.7203,25.7143,25.7143,29.9884,42.2588,1.374,-0.063,0.8402,1.9885,1.1483,0.2083,0.1795,0.1868,1.8022,1.0269,3.01E+02,72.081,11.92232,0,0,0.22,0.00E+00
31.37364,-80.32286,36.0573,19.4368,0.1074,1.374,4.86E+04,48.619397,4.86194,1025.7226,25.7167,25.7166,29.9907,42.2611,1.374,0.028,0.8402,2.0337,1.1935,0.2125,0.1819,0.188,1.8034,0.9438,3.85E+02,72.029,11.92217,0,0,0.36,0.00E+00
31.37364,-80.32286,36.0559,19.4368,0.1062,1.374,4.86E+04,48.617622,4.861762,1025.7215,25.7155,25.7155,29.9896,42.26,1.374,0.09,0.8233,2.0111,1.1878,0.2167,0.1807,0.1868,1.8059,0.9585,3.69E+02,72.316,11.92229,0,0,0.25,0.00E+00
31.37364,-80.32286,36.0487,19.4368,0.1062,1.374,4.86E+04,48.609048,4.860905,1025.7161,25.7101,25.71,29.9841,42.2547,1.374,0.118,0.8233,2.0111,1.1878,0.2208,0.1807,0.1868,1.8059,1.0379,2.91E+02,72.551,11.92284,0,0,0.11,0.00E+00
31.37364,-80.32286,36.039,19.4368,0.1062,1.374,4.86E+04,48.597369,4.859737,1025.7086,25.7026,25.7026,29.9768,42.2475,1.374,0.104,0.8233,2.0111,1.1878,0.225,0.1807,0.1868,1.8107,1.1148,2.31E+02,73.233,11.92358,0,0,-0.06,0.00E+00
31.37364,-80.32286,36.0298,19.4368,0.105,1.374,4.86E+04,48.586357,4.858636,1025.7016,25.6956,25.6956,29.9698,42.2407,1.374,0.111,0.8063,2.0111,1.2048,0.2292,0.1807,0.1868,1.8095,1.0525,2.78E+02,73.477,11.92428,0,0,0.03,0.00E+00
31.37364,-80.32286,36.023,19.4363,0.1074,1.271,4.86E+04,48.577563,4.857756,1025.6961,25.6905,25.6905,29.9647,42.2358,1.271,0.049,0.8402,2.0111,1.1709,0.2333,0.1807,0.1868,1.8071,0.9988,3.27E+02,73.509,11.92491,0,0,-0.25,0.00E+00
31.37364,-80.32286,36.0198,19.4369,0.1087,1.167,4.86E+04,48.574311,4.857431,1025.693,25.6879,25.6879,29.9622,42.2332,1.167,-0.049,0.8572,2.0111,1.1539,0.2375,0.1807,0.1844,1.8022,0.989,3.37E+02,73.223,11.92504,0,0,-0.39,0.00E+00
31.37364,-80.32286,36.0218,19.4369,0.1074,1.167,4.86E+04,48.576675,4.857668,1025.6945,25.6894,25.6894,29.9637,42.2347,1.167,-0.111,0.8402,1.9885,1.1483,0.2417,0.1795,0.1844,1.7949,1.0098,3.16E+02,72.573,11.92489,0,0,-0.25,0.00E+00
31.37364,-80.32286,36.0273,19.4368,0.105,1.167,4.86E+04,48.583252,4.858325,1025.6988,25.6937,25.6936,29.9679,42.2388,1.167,-0.132,0.8063,1.9885,1.1822,0.2458,0.1795,0.1844,1.7888,1.0647,2.69E+02,71.859,11.92448,0,0,-0.08,0.00E+00
31.37364,-80.32286,36.0245,19.4372,0.1038,1.271,4.86E+04,48.580297,4.85803,1025.697,25.6914,25.6914,29.9656,42.2366,1.271,-0.111,0.7893,1.9885,1.1992,0.25,0.1795,0.1844,1.7814,1.0586,2.73E+02,71.03,11.92462,0,0,0.08,0.00E+00
31.37364,-80.32286,36.0144,19.437,0.1038,1.271,4.86E+04,48.56803,4.856803,1025.6893,25.6838,25.6837,29.9581,42.2292,1.271,-0.083,0.7893,2.0111,1.2218,0.2542,0.1807,0.1844,1.7753,1.0867,2.51E+02,70.315,11.92542,0,0,0.11,0.00E+00
31.37364,-80.32286,36.0069,19.4372,0.1074,1.271,4.86E+04,48.559163,4.855916,1025.6835,25.678,25.6779,29.9523,42.2236,1.271,-0.049,0.8402,1.9885,1.1483,0.2583,0.1795,0.1844,1.7692,1.0452,2.85E+02,69.631,11.92596,0,0,0.14,0.00E+00
31.37364,-80.32286,36.0072,19.4372,0.1062,1.271,4.86E+04,48.559607,4.855961,1025.6838,25.6783,25.6782,29.9526,42.2238,1.271,-0.007,0.8233,1.9885,1.1653,0.2625,0.1795,0.1844,1.7643,1.0317,2.96E+02,69.22,11.92594,0,0,0.17,0.00E+00
31.37364,-80.32286,36.014,19.437,0.105,1.374,4.86E+04,48.567587,4.856759,1025.6895,25.6835,25.6834,29.9578,42.2289,1.374,0.069,0.8063,2.0111,1.2048,0.2667,0.1807,0.1844,1.7558,1.0488,2.82E+02,68.636,11.92546,0,0,0.31,0.00E+00
31.37364,-80.32286,36.0194,19.4374,0.1026,1.374,4.86E+04,48.574459,4.857446,1025.6935,25.6875,25.6875,29.9618,42.2328,1.374,0.111,0.7723,2.0111,1.2388,0.2708,0.1807,0.1868,1.7534,1.0098,3.16E+02,68.547,11.92497,0,0,0.17,0.00E+00
31.37364,-80.32286,36.019,19.4374,0.1013,1.478,4.86E+04,48.574016,4.857402,1025.6936,25.6872,25.6871,29.9615,42.2325,1.478,0.139,0.7554,1.9885,1.2331,0.275,0.1795,0.1868,1.7485,1.0085,3.18E+02,68.372,11.925,0,0,0.11,0.00E+00
31.37364,-80.32286,36.0153,19.4372,0.1001,1.478,4.86E+04,48.569435,4.856943,1025.6909,25.6845,25.6844,29.9587,42.2299,1.478,0.146,0.7384,2.0111,1.2727,0.2792,0.1807,0.1868,1.7436,1.0623,2.70E+02,68.183,11.92532,0,0,0.03,0.00E+00
31.37364,-80.32286,36.0154,19.4373,0.1001,1.374,4.86E+04,48.569508,4.856951,1025.6905,25.6845,25.6844,29.9587,42.2299,1.374,0.104,0.7384,1.9659,1.2275,0.2833,0.1783,0.1795,1.7411,1.0586,2.73E+02,68.185,11.9253,0,0,-0.17,0.00E+00
31.37364,-80.32286,36.0143,19.4371,0.0989,1.374,4.86E+04,48.568031,4.856803,1025.6897,25.6837,25.6836,29.958,42.2291,1.374,0.083,0.7214,1.9885,1.2671,0.2875,0.1795,0.1795,1.7375,1.0256,3.02E+02,68.101,11.92542,0,0,-0.08,0.00E+00
31.37364,-80.32286,36.0096,19.4371,0.1001,1.374,4.86E+04,48.562341,4.856234,1025.6861,25.6801,25.68,29.9544,42.2256,1.374,0.056,0.7384,2.0111,1.2727,0.2917,0.1807,0.1795,1.735,1.0647,2.69E+02,68.103,11.92578,0,0,-0.11,0.00E+00
31.37364,-80.32286,36.0031,19.4372,0.0989,1.271,4.86E+04,48.554656,4.855466,1025.6806,25.6751,25.6751,29.9495,42.2208,1.271,-0.007,0.7214,2.0337,1.3123,0.2958,0.1819,0.1795,1.7314,1.0122,3.14E+02,68.012,11.92625,0,0,-0.25,0.00E+00
31.37364,-80.32286,36.009,19.4374,0.1013,1.271,4.86E+04,48.561897,4.85619,1025.6851,25.6795,25.6795,29.9538,42.2251,1.271,-0.069,0.7554,1.9885,1.2331,0.3,0.1795,0.1807,1.7277,1.0855,2.52E+02,67.916,11.92576,0,0,-0.25,0.00E+00
