Sea-Bird SBE 9 Data File:,,,,,,,,,,,,,,,,,,,,,,,,,,
FileName = C:\Users\CTD\ctddata\SAV-17-06\0,01.hdr,,,,,,,,,,,,,,,,,,,,,,,,,
Software Version Seasave V 7.26.1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature SN = 6060,,,,,,,,,,,,,,,,,,,,,,,,,,
Conductivity SN = 1909,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Bytes Per Scan = 30,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Voltage Words = 4,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Scans Averaged by the Deck Unit =,1,,,,,,,,,,,,,,,,,,,,,,,,,
System UpLoad Time = Apr 20 2017 16:48:06,,,,,,,,,,,,,,,,,,,,,,,,,,
SBE 11plus V 5.2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salinity, Practical [PSU]"," Temperature [ITS-90, deg C]", Voltage 0," Depth [salt water, m], lat0", Conductivity [S/m], Conductivity [mS/cm], Conductivity [uS/cm]," Density [density, kg/m^3]"," Density [sigma-theta,kg/m^3]"," Density [sigma-t, kg/m^3 ]"," Density [sigma-1, kg/m^3 ]"," Density [sigma-2, kg/m^3 ]", Descent Rate [m/s]," Fluorescence, WET LabsCDOM [mg/m^3]"," Fluorescence, WET LabsWETstar [mg/m^3]"," Time, Elapsed [minutes]", Voltage 1, Voltage 2, Voltage 3, Voltage 4," PAR/Irradiance, Biospherical/Licor"," Oxygen, SBE 43 [% saturation]", Nitrogen Saturation [mg/l], Bottles Fired, Bottle Position in Carousel, Acceleration [m/s^2],flag
35.8332,19.6874,0,18.213,4.861699,48.616988,4.86E+04,1025.5598,25.4808,25.4799,29.7523,33.9301,0.555,1.9341,1.2492,4.2313,0,0.1136,0.1368,2.6508,6.64E+03,99.88,11.8897,0,0,0.2,0.00E+00
35.8331,19.6876,0,18.256,4.861707,48.617068,4.86E+04,1025.5599,25.4806,25.4798,29.7522,33.9299,0.562,1.9341,1.2492,4.2319,0,0.1136,0.1368,2.6508,6.64E+03,99.877,11.88968,0,0,0.18,0.00E+00
35.8332,19.6871,0,18.277,4.861671,48.616708,4.86E+04,1025.5602,25.4809,25.48,29.7524,33.9302,0.572,1.9341,1.2492,4.2326,0,0.1136,0.1368,2.652,6.64E+03,99.934,11.88977,0,0,0.22,0.00E+00
35.833,19.6867,0,18.307,4.861607,48.616068,4.86E+04,1025.5603,25.4808,25.4799,29.7523,33.9301,0.579,1.9341,1.2141,4.2333,0,0.1136,0.1343,2.652,6.64E+03,99.94,11.88986,0,0,0.18,0.00E+00
35.8332,19.6861,0,18.35,4.861563,48.615627,4.86E+04,1025.5608,25.4811,25.4802,29.7527,33.9305,0.587,2.0005,1.2316,4.234,0,0.1148,0.1355,2.652,6.64E+03,99.94,11.88997,0,0,0.2,0.00E+00
35.8336,19.6855,0,18.36,4.861555,48.615547,4.86E+04,1025.5613,25.4815,25.4806,29.7531,33.9309,0.594,1.9341,1.2492,4.2347,0,0.1136,0.1368,2.652,6.64E+03,99.945,11.89005,0,0,0.16,0.00E+00
35.834,19.6847,0,18.391,4.861523,48.615227,4.86E+04,1025.562,25.4821,25.4812,29.7537,33.9315,0.601,1.9341,1.2668,4.2354,0,0.1136,0.138,2.652,6.64E+03,99.95,11.89018,0,0,0.18,0.00E+00
35.8336,19.6845,0,18.431,4.861459,48.614587,4.86E+04,1025.5619,25.4818,25.481,29.7534,33.9312,0.609,1.9341,1.2492,4.2361,0,0.1136,0.1368,2.652,6.64E+03,99.955,11.89025,0,0,0.18,0.00E+00
35.834,19.6836,0,18.454,4.861415,48.614147,4.86E+04,1025.5625,25.4824,25.4815,29.754,33.9318,0.614,1.9341,1.2492,4.2368,0,0.1136,0.1368,2.652,6.64E+03,99.96,11.89039,0,0,0.12,0.00E+00
35.8346,19.6831,0,18.484,4.861431,48.614307,4.86E+04,1025.5632,25.4829,25.4821,29.7545,33.9324,0.622,1.9341,1.2492,4.2375,0,0.1136,0.1368,2.652,6.64E+03,99.965,11.89045,0,0,0.19,0.00E+00
35.8347,19.6829,0,18.504,4.861415,48.614147,4.86E+04,1025.5634,25.4831,25.4822,29.7547,33.9325,0.628,1.9341,1.2316,4.2382,0,0.1136,0.1355,2.652,6.64E+03,99.965,11.89049,0,0,0.15,0.00E+00
35.8352,19.6826,0,18.536,4.861459,48.614588,4.86E+04,1025.5641,25.4836,25.4827,29.7552,33.933,0.633,1.9341,1.2316,4.2389,0,0.1136,0.1355,2.6508,6.64E+03,99.904,11.8905,0,0,0.13,0.00E+00
35.8348,19.6828,0,18.577,4.861423,48.614227,4.86E+04,1025.5639,25.4832,25.4823,29.7548,33.9326,0.64,1.9341,1.2141,4.2396,0,0.1136,0.1343,2.652,6.64E+03,99.966,11.8905,0,0,0.15,0.00E+00
35.8344,19.6833,0,18.588,4.861431,48.614307,4.86E+04,1025.5635,25.4828,25.4819,29.7544,33.9322,0.644,1.9341,1.2316,4.2403,0,0.1136,0.1355,2.652,6.64E+03,99.966,11.89043,0,0,0.12,0.00E+00
35.8342,19.6836,0,18.617,4.861443,48.614428,4.86E+04,1025.5634,25.4825,25.4816,29.7541,33.9319,0.649,1.9341,1.2316,4.241,0,0.1136,0.1355,2.652,6.64E+03,99.97,11.89038,0,0,0.12,0.00E+00
35.8337,19.6841,0,18.65,4.861443,48.614428,4.86E+04,1025.563,25.482,25.4811,29.7536,33.9314,0.654,1.9341,1.2316,4.2417,0,0.1136,0.1355,2.652,6.64E+03,99.975,11.89031,0,0,0.1,0.00E+00
35.8336,19.6844,0,18.68,4.861443,48.614428,4.86E+04,1025.563,25.4818,25.4809,29.7534,33.9312,0.658,1.9341,1.2141,4.2424,0,0.1136,0.1343,2.652,6.64E+03,99.98,11.89028,0,0,0.1,0.00E+00
35.8335,19.6841,0,18.701,4.861415,48.614148,4.86E+04,1025.5631,25.4819,25.481,29.7534,33.9313,0.662,1.9341,1.2492,4.2431,0,0.1136,0.1368,2.652,6.64E+03,99.984,11.89033,0,0,0.1,0.00E+00
35.8334,19.6844,0,18.731,4.861431,48.614308,4.86E+04,1025.5631,25.4818,25.4809,29.7533,33.9312,0.665,1.8677,1.2492,4.2438,0,0.1123,0.1368,2.652,6.64E+03,99.989,11.89029,0,0,0.08,0.00E+00
35.8342,19.6838,0,18.753,4.861467,48.614669,4.86E+04,1025.5639,25.4825,25.4816,29.7541,33.9319,0.667,1.9341,1.2492,4.2444,0,0.1136,0.1368,2.652,6.64E+03,99.993,11.89034,0,0,0.06,0.00E+00
35.8338,19.6841,0,18.774,4.861451,48.614508,4.86E+04,1025.5636,25.4821,25.4812,29.7537,33.9315,0.67,2.0005,1.2492,4.2451,0,0.1148,0.1368,2.652,6.64E+03,99.998,11.89031,0,0,0.06,0.00E+00
35.834,19.6841,0,18.805,4.861467,48.614669,4.86E+04,1025.5639,25.4822,25.4813,29.7538,33.9316,0.672,2.0005,1.2668,4.2458,0,0.1148,0.138,2.652,6.64E+03,100.002,11.89031,0,0,0.04,0.00E+00
35.835,19.6838,0,18.834,4.861563,48.61563,4.86E+04,1025.5649,25.4831,25.4822,29.7547,33.9325,0.673,1.9341,1.2844,4.2465,0,0.1136,0.1392,2.652,6.64E+03,100.007,11.89029,0,0,0.04,0.00E+00
35.8351,19.6841,0,18.847,4.861615,48.616151,4.86E+04,1025.5649,25.4831,25.4822,29.7547,33.9325,0.674,1.9341,1.3196,4.2472,0,0.1136,0.1416,2.652,6.64E+03,100.011,11.89021,0,0,0.02,0.00E+00
35.8351,19.6845,0,18.878,4.861651,48.616511,4.86E+04,1025.5649,25.483,25.482,29.7545,33.9323,0.675,1.9341,1.302,4.2479,0,0.1136,0.1404,2.652,6.64E+03,100.016,11.89014,0,0,0.02,0.00E+00
35.8346,19.6852,0,18.909,4.861663,48.616631,4.86E+04,1025.5645,25.4824,25.4815,29.754,33.9318,0.675,1.9341,1.2844,4.2486,0,0.1136,0.1392,2.652,6.64E+03,100.021,11.89004,0,0,0,0.00E+00
35.8348,19.6852,0,18.92,4.861691,48.616912,4.86E+04,1025.5647,25.4826,25.4817,29.7541,33.9319,0.675,1.9341,1.302,4.2493,0,0.1136,0.1404,2.652,6.64E+03,100.025,11.89002,0,0,0.01,0.00E+00
35.8346,19.6857,0,18.949,4.861723,48.617232,4.86E+04,1025.5646,25.4823,25.4814,29.7539,33.9316,0.674,1.9341,1.2844,4.25,0,0.1136,0.1392,2.6508,6.64E+03,99.968,11.88994,0,0,-0.02,0.00E+00
35.8342,19.6861,0,18.972,4.861707,48.617072,4.86E+04,1025.5643,25.4819,25.481,29.7534,33.9312,0.673,1.9341,1.302,4.2507,0,0.1136,0.1404,2.652,6.64E+03,100.03,11.8899,0,0,-0.03,0.00E+00
35.8336,19.6864,0,18.991,4.861671,48.616712,4.86E+04,1025.5638,25.4813,25.4804,29.7529,33.9307,0.671,1.9341,1.302,4.2514,0,0.1136,0.1404,2.652,6.64E+03,100.035,11.88988,0,0,-0.05,0.00E+00
35.8333,19.6871,0,19.012,4.861715,48.617152,4.86E+04,1025.5635,25.481,25.4801,29.7525,33.9303,0.669,1.9341,1.2844,4.2521,0,0.1136,0.1392,2.652,6.64E+03,100.039,11.88976,0,0,-0.05,0.00E+00
35.8325,19.6874,0,19.032,4.861651,48.616511,4.86E+04,1025.5629,25.4803,25.4793,29.7518,33.9296,0.666,1.9341,1.2844,4.2528,0,0.1136,0.1392,2.652,6.64E+03,100.044,11.88976,0,0,-0.07,0.00E+00
35.8323,19.6881,0,19.054,4.861707,48.617072,4.86E+04,1025.5627,25.48,25.479,29.7515,33.9292,0.663,1.9341,1.2492,4.2535,0,0.1136,0.1368,2.652,6.64E+03,100.044,11.88963,0,0,-0.08,0.00E+00
35.8318,19.6891,0,19.064,4.861735,48.617352,4.86E+04,1025.5621,25.4793,25.4783,29.7508,33.9285,0.659,1.9341,1.302,4.2542,0,0.1136,0.1404,2.652,6.64E+03,100.044,11.88949,0,0,-0.1,0.00E+00
35.8309,19.6895,0,19.085,4.861679,48.616792,4.86E+04,1025.5614,25.4785,25.4776,29.75,33.9278,0.654,1.9341,1.2844,4.2549,0,0.1136,0.1392,2.652,6.64E+03,100.043,11.88947,0,0,-0.1,0.00E+00
35.8301,19.6904,0,19.116,4.861663,48.616631,4.86E+04,1025.5606,25.4776,25.4767,29.7491,33.9269,0.65,1.9341,1.2844,4.2556,0,0.1136,0.1392,2.652,6.64E+03,100.043,11.88936,0,0,-0.1,0.00E+00
35.8299,19.6909,0,19.126,4.861691,48.616912,4.86E+04,1025.5604,25.4773,25.4764,29.7488,33.9266,0.645,1.9341,1.302,4.2562,0,0.1136,0.1404,2.652,6.64E+03,100.042,11.88928,0,0,-0.13,0.00E+00
35.8298,19.691,0,19.147,4.861699,48.616992,4.86E+04,1025.5604,25.4772,25.4763,29.7487,33.9265,0.639,1.9341,1.3371,4.2569,0,0.1136,0.1429,2.652,6.64E+03,100.042,11.88925,0,0,-0.12,0.00E+00
35.8301,19.6909,0,19.168,4.861723,48.617232,4.86E+04,1025.5608,25.4775,25.4766,29.749,33.9268,0.634,1.9341,1.3371,4.2576,0,0.1136,0.1429,2.652,6.64E+03,100.041,11.88926,0,0,-0.13,0.00E+00
35.8301,19.691,0,19.179,4.861735,48.617352,4.86E+04,1025.5607,25.4774,25.4765,29.7489,33.9267,0.627,1.9341,1.3371,4.2583,0,0.1136,0.1429,2.652,6.64E+03,100.039,11.88923,0,0,-0.16,0.00E+00
35.8303,19.6907,0,19.189,4.861735,48.617352,4.86E+04,1025.5611,25.4778,25.4768,29.7493,33.927,0.62,1.9341,1.302,4.259,0,0.1136,0.1404,2.6532,6.64E+03,100.099,11.88928,0,0,-0.16,0.00E+00
35.8302,19.6909,0,19.219,4.861735,48.617353,4.86E+04,1025.561,25.4776,25.4767,29.7491,33.9268,0.614,1.9341,1.3371,4.2597,0,0.1136,0.1429,2.6532,6.64E+03,100.102,11.88925,0,0,-0.16,0.00E+00
35.8313,19.6904,0,19.231,4.861819,48.618194,4.86E+04,1025.5621,25.4786,25.4777,29.7501,33.9278,0.607,1.9341,1.3196,4.2604,0,0.1136,0.1416,2.6532,6.64E+03,100.104,11.88927,0,0,-0.17,0.00E+00
35.8314,19.69,0,19.24,4.861791,48.617913,4.86E+04,1025.5623,25.4787,25.4778,29.7502,33.928,0.599,1.9341,1.3196,4.2611,0,0.1136,0.1416,2.6532,6.64E+03,100.101,11.88933,0,0,-0.18,0.00E+00
35.8317,19.6895,0,19.261,4.861775,48.617753,4.86E+04,1025.5627,25.4791,25.4782,29.7506,33.9283,0.591,1.9341,1.302,4.2618,0,0.1136,0.1404,2.6532,6.64E+03,100.103,11.88941,0,0,-0.19,0.00E+00
35.8319,19.6897,0,19.271,4.861827,48.618274,4.86E+04,1025.5629,25.4793,25.4783,29.7508,33.9285,0.583,1.9341,1.302,4.2625,0,0.1136,0.1404,2.6532,6.64E+03,100.104,11.88936,0,0,-0.19,0.00E+00
35.8321,19.6897,0,19.281,4.861847,48.618474,4.86E+04,1025.5631,25.4794,25.4784,29.7509,33.9286,0.574,1.8677,1.302,4.2632,0,0.1123,0.1404,2.6532,6.64E+03,100.099,11.88934,0,0,-0.21,0.00E+00
35.832,19.6899,0,19.302,4.861847,48.618474,4.86E+04,1025.563,25.4792,25.4783,29.7507,33.9285,0.566,1.9341,1.3196,4.2639,0,0.1136,0.1416,2.6532,6.64E+03,100.095,11.88932,0,0,-0.2,0.00E+00
35.8316,19.69,0,19.313,4.861819,48.618194,4.86E+04,1025.5628,25.4789,25.478,29.7504,33.9282,0.557,1.9341,1.3196,4.2646,0,0.1136,0.1416,2.6532,6.64E+03,100.094,11.88932,0,0,-0.21,0.00E+00
35.8315,19.69,0,19.323,4.861811,48.618114,4.86E+04,1025.5627,25.4788,25.4779,29.7503,33.9281,0.547,1.9341,1.3196,4.2653,0,0.1136,0.1416,2.6532,6.64E+03,100.093,11.88932,0,0,-0.23,0.00E+00
35.8318,19.6899,0,19.334,4.861835,48.618354,4.86E+04,1025.5631,25.4791,25.4782,29.7506,33.9284,0.538,1.9341,1.302,4.266,0,0.1136,0.1404,2.6532,6.64E+03,100.092,11.88933,0,0,-0.22,0.00E+00
35.8319,19.6897,0,19.354,4.861819,48.618194,4.86E+04,1025.5632,25.4792,25.4782,29.7507,33.9284,0.529,1.8677,1.302,4.2667,0,0.1123,0.1404,2.6532,6.64E+03,100.095,11.88936,0,0,-0.22,0.00E+00
35.8317,19.6895,0,19.364,4.861783,48.617834,4.86E+04,1025.5632,25.4791,25.4782,29.7506,33.9284,0.519,1.8677,1.2844,4.2674,0,0.1123,0.1392,2.6532,6.64E+03,100.098,11.88941,0,0,-0.23,0.00E+00
35.8313,19.6899,0,19.375,4.861775,48.617754,4.86E+04,1025.5629,25.4787,25.4778,29.7503,33.928,0.51,1.9341,1.2668,4.2681,0,0.1136,0.138,2.6532,6.64E+03,100.1,11.88937,0,0,-0.21,0.00E+00
35.8318,19.6899,0,19.375,4.861831,48.618315,4.86E+04,1025.5632,25.4791,25.4782,29.7506,33.9283,0.499,1.9341,1.2668,4.2687,0,0.1136,0.138,2.6532,6.64E+03,100.102,11.88933,0,0,-0.26,0.00E+00
35.8314,19.6902,0,19.396,4.861819,48.618194,4.86E+04,1025.5629,25.4787,25.4778,29.7502,33.9279,0.489,1.9341,1.2668,4.2694,0,0.1136,0.138,2.6532,6.64E+03,100.105,11.8893,0,0,-0.24,0.00E+00
35.8321,19.69,0,19.417,4.861892,48.618915,4.86E+04,1025.5636,25.4793,25.4784,29.7508,33.9286,0.48,2.0005,1.2844,4.2701,0,0.1148,0.1392,2.652,6.64E+03,100.045,11.88927,0,0,-0.21,0.00E+00
35.8321,19.69,0,19.417,4.861892,48.618915,4.86E+04,1025.5636,25.4793,25.4784,29.7508,33.9286,0.47,2.0005,1.2844,4.2708,0,0.1148,0.1392,2.652,6.64E+03,100.043,11.88927,0,0,-0.24,0.00E+00
35.832,19.6904,0,19.415,4.861908,48.619076,4.86E+04,1025.5634,25.4791,25.4782,29.7506,33.9283,0.46,1.9341,1.2844,4.2715,0,0.1136,0.1392,2.6532,6.64E+03,100.102,11.88922,0,0,-0.25,0.00E+00
35.8315,19.6902,0,19.438,4.861835,48.618355,4.86E+04,1025.5632,25.4788,25.4779,29.7503,33.928,0.45,2.0005,1.2844,4.2722,0,0.1148,0.1392,2.6532,6.64E+03,100.104,11.88929,0,0,-0.25,0.00E+00
35.8312,19.6904,0,19.448,4.861811,48.618115,4.86E+04,1025.5629,25.4785,25.4775,29.75,33.9277,0.44,2.0005,1.302,4.2729,0,0.1148,0.1404,2.652,6.64E+03,100.039,11.88928,0,0,-0.24,0.00E+00
35.8306,19.6907,0,19.457,4.861783,48.617834,4.86E+04,1025.5625,25.478,25.4771,29.7495,33.9272,0.43,1.9341,1.3196,4.2736,0,0.1136,0.1416,2.652,6.64E+03,100.036,11.88925,0,0,-0.22,0.00E+00
35.8306,19.6903,0,19.469,4.861743,48.617434,4.86E+04,1025.5626,25.4781,25.4771,29.7496,33.9273,0.42,1.9341,1.2844,4.2743,0,0.1136,0.1392,2.652,6.64E+03,100.033,11.88933,0,0,-0.24,0.00E+00
35.8304,19.6905,0,19.469,4.861735,48.617354,4.86E+04,1025.5624,25.4778,25.4769,29.7493,33.9271,0.41,1.9341,1.302,4.275,0,0.1136,0.1404,2.6508,6.64E+03,99.968,11.88931,0,0,-0.25,0.00E+00
35.829,19.6919,0,19.488,4.861711,48.617113,4.86E+04,1025.561,25.4764,25.4755,29.7479,33.9256,0.401,2.0005,1.2668,4.2757,0,0.1148,0.138,2.6508,6.64E+03,99.961,11.88914,0,0,-0.22,0.00E+00
35.8276,19.694,0,19.499,4.861755,48.617554,4.86E+04,1025.5595,25.4748,25.4739,29.7463,33.924,0.392,1.9341,1.2492,4.2764,0,0.1136,0.1368,2.6508,6.64E+03,99.954,11.88884,0,0,-0.21,0.00E+00
35.8264,19.6956,0,19.499,4.861775,48.617754,4.86E+04,1025.5581,25.4735,25.4725,29.7449,33.9226,0.382,1.9341,1.2492,4.2771,0,0.1136,0.1368,2.652,6.64E+03,100.009,11.88862,0,0,-0.23,0.00E+00
35.8261,19.6959,0,19.509,4.861775,48.617754,4.86E+04,1025.5579,25.4732,25.4722,29.7446,33.9223,0.373,1.9341,1.2668,4.2778,0,0.1136,0.138,2.652,6.64E+03,100.006,11.88857,0,0,-0.22,0.00E+00
35.8264,19.6956,0,19.52,4.861775,48.617754,4.86E+04,1025.5582,25.4735,25.4725,29.7449,33.9226,0.364,1.9341,1.2844,4.2785,0,0.1136,0.1392,2.6508,6.64E+03,99.942,11.88862,0,0,-0.22,0.00E+00
35.8269,19.6952,0,19.53,4.861799,48.617994,4.86E+04,1025.5587,25.4739,25.473,29.7454,33.9231,0.355,1.9341,1.2668,4.2792,0,0.1136,0.138,2.6508,6.64E+03,99.936,11.88865,0,0,-0.22,0.00E+00
35.8266,19.6954,0,19.54,4.861783,48.617834,4.86E+04,1025.5585,25.4737,25.4727,29.7451,33.9228,0.347,1.9341,1.2492,4.2799,0,0.1136,0.1368,2.652,6.64E+03,99.991,11.88864,0,0,-0.2,0.00E+00
35.8268,19.6956,0,19.551,4.861827,48.618274,4.86E+04,1025.5587,25.4738,25.4728,29.7452,33.9229,0.339,1.9341,1.2492,4.2806,0,0.1136,0.1368,2.6508,6.64E+03,99.927,11.88859,0,0,-0.19,0.00E+00
35.8266,19.6957,0,19.551,4.861819,48.618194,4.86E+04,1025.5585,25.4736,25.4726,29.745,33.9227,0.331,1.8677,1.2492,4.2813,0,0.1123,0.1368,2.6508,6.64E+03,99.921,11.88857,0,0,-0.21,0.00E+00
35.8264,19.6959,0,19.572,4.861811,48.618114,4.86E+04,1025.5584,25.4734,25.4724,29.7448,33.9225,0.323,1.9341,1.2492,4.2819,0,0.1136,0.1368,2.6508,6.64E+03,99.915,11.88855,0,0,-0.18,0.00E+00
35.8259,19.6959,0,19.561,4.861751,48.617514,4.86E+04,1025.5579,25.473,25.4721,29.7444,33.9221,0.315,1.9341,1.2492,4.2826,0,0.1136,0.1368,2.652,6.64E+03,99.97,11.88859,0,0,-0.19,0.00E+00
35.8258,19.6964,0,19.582,4.861791,48.617914,4.86E+04,1025.5578,25.4728,25.4718,29.7442,33.9219,0.308,1.9341,1.2492,4.2833,0,0.1136,0.1368,2.6508,6.64E+03,99.907,11.8885,0,0,-0.18,0.00E+00
35.8264,19.6964,0,19.603,4.861863,48.618635,4.86E+04,1025.5584,25.4732,25.4723,29.7447,33.9223,0.302,2.0005,1.2844,4.284,0,0.1148,0.1392,2.6508,6.64E+03,99.897,11.88845,0,0,-0.14,0.00E+00
35.826,19.6963,0,19.592,4.861799,48.617994,4.86E+04,1025.5581,25.473,25.472,29.7444,33.9221,0.295,1.9341,1.2844,4.2847,0,0.1136,0.1392,2.6508,6.64E+03,99.891,11.88852,0,0,-0.17,0.00E+00
35.8257,19.6966,0,19.613,4.861799,48.617994,4.86E+04,1025.5578,25.4727,25.4717,29.7441,33.9218,0.289,1.9341,1.2668,4.2854,0,0.1136,0.138,2.652,6.64E+03,99.947,11.88847,0,0,-0.14,0.00E+00
35.8258,19.6966,0,19.613,4.861811,48.618114,4.86E+04,1025.5579,25.4727,25.4718,29.7442,33.9219,0.283,1.9341,1.2668,4.2861,0,0.1136,0.138,2.6508,6.64E+03,99.884,11.88846,0,0,-0.15,0.00E+00
35.8252,19.6969,0,19.624,4.861783,48.617834,4.86E+04,1025.5575,25.4722,25.4713,29.7437,33.9214,0.277,1.9341,1.2492,4.2868,0,0.1136,0.1368,2.6508,6.64E+03,99.879,11.88844,0,0,-0.14,0.00E+00
35.8249,19.6974,0,19.634,4.861799,48.617994,4.86E+04,1025.5571,25.4719,25.4709,29.7433,33.921,0.272,1.9341,1.2316,4.2875,0,0.1136,0.1355,2.652,6.64E+03,99.935,11.88836,0,0,-0.13,0.00E+00
35.8249,19.6976,0,19.655,4.861811,48.618114,4.86E+04,1025.5571,25.4718,25.4708,29.7432,33.9209,0.267,1.9341,1.2492,4.2882,0,0.1136,0.1368,2.652,6.64E+03,99.935,11.88833,0,0,-0.12,0.00E+00
35.8251,19.6976,0,19.655,4.861839,48.618395,4.86E+04,1025.5573,25.472,25.471,29.7434,33.9211,0.261,2.0005,1.2492,4.2889,0,0.1148,0.1368,2.652,6.64E+03,99.934,11.88831,0,0,-0.12,0.00E+00
35.8255,19.6973,0,19.665,4.861847,48.618475,4.86E+04,1025.5577,25.4723,25.4714,29.7438,33.9214,0.257,2.0005,1.2316,4.2896,0,0.1148,0.1355,2.652,6.64E+03,99.933,11.88835,0,0,-0.1,0.00E+00
35.8262,19.6964,0,19.665,4.861848,48.618475,4.86E+04,1025.5585,25.4731,25.4722,29.7446,33.9222,0.253,2.0005,1.2492,4.2903,0,0.1148,0.1368,2.652,6.64E+03,99.932,11.88846,0,0,-0.11,0.00E+00
35.8265,19.6961,0,19.686,4.861848,48.618475,4.86E+04,1025.5589,25.4734,25.4725,29.7449,33.9225,0.249,1.9341,1.2668,4.291,0,0.1136,0.138,2.652,6.64E+03,99.931,11.88851,0,0,-0.09,0.00E+00
35.8268,19.6954,0,19.697,4.86182,48.618195,4.86E+04,1025.5594,25.4739,25.4729,29.7453,33.923,0.246,1.9341,1.2492,4.2917,0,0.1136,0.1368,2.6532,6.64E+03,99.992,11.88862,0,0,-0.07,0.00E+00
35.8273,19.6952,0,19.697,4.861864,48.618636,4.86E+04,1025.5598,25.4743,25.4733,29.7458,33.9234,0.243,1.9341,1.2668,4.2924,0,0.1136,0.138,2.652,6.64E+03,99.934,11.88861,0,0,-0.09,0.00E+00
35.8272,19.6951,0,19.716,4.861828,48.618275,4.86E+04,1025.5598,25.4742,25.4733,29.7457,33.9234,0.24,1.9341,1.2492,4.2931,0,0.1136,0.1368,2.6532,6.64E+03,99.999,11.88866,0,0,-0.07,0.00E+00
35.8276,19.6949,0,19.728,4.861864,48.618636,4.86E+04,1025.5603,25.4746,25.4737,29.7461,33.9238,0.238,2.0005,1.2668,4.2938,0,0.1148,0.138,2.652,6.64E+03,99.946,11.88866,0,0,-0.04,0.00E+00
35.8269,19.6949,0,19.726,4.861771,48.617715,4.86E+04,1025.5597,25.474,25.4731,29.7455,33.9232,0.235,1.9341,1.2492,4.2944,0,0.1136,0.1368,2.6532,6.64E+03,100.011,11.88872,0,0,-0.06,0.00E+00
35.8264,19.6945,0,19.749,4.861679,48.616794,4.86E+04,1025.5595,25.4738,25.4728,29.7453,33.923,0.233,1.9341,1.2844,4.2951,0,0.1136,0.1392,2.652,6.64E+03,99.958,11.88883,0,0,-0.04,0.00E+00
35.8264,19.6942,0,19.758,4.861639,48.616394,4.86E+04,1025.5596,25.4738,25.4729,29.7453,33.923,0.232,1.9341,1.2492,4.2958,0,0.1136,0.1368,2.6532,6.64E+03,100.023,11.8889,0,0,-0.03,0.00E+00
35.826,19.6942,0,19.768,4.861599,48.615993,4.86E+04,1025.5594,25.4736,25.4726,29.7451,33.9228,0.231,1.9341,1.2844,4.2965,0,0.1136,0.1392,2.6532,6.64E+03,100.031,11.88892,0,0,-0.03,0.00E+00
35.8254,19.694,0,19.789,4.861507,48.615072,4.86E+04,1025.5591,25.4732,25.4722,29.7446,33.9224,0.231,1.9341,1.2668,4.2972,0,0.1136,0.138,2.6532,6.64E+03,100.04,11.889,0,0,-0.01,0.00E+00
35.8247,19.694,0,19.789,4.861423,48.614231,4.86E+04,1025.5586,25.4726,25.4717,29.7441,33.9218,0.23,1.9341,1.2668,4.2979,0,0.1136,0.138,2.6532,6.64E+03,100.048,11.88906,0,0,-0.01,0.00E+00
35.8249,19.6938,0,19.8,4.861431,48.614311,4.86E+04,1025.5588,25.4728,25.4719,29.7443,33.922,0.23,1.9341,1.2316,4.2986,0,0.1136,0.1355,2.6532,6.64E+03,100.057,11.88907,0,0,-0.01,0.00E+00
35.8247,19.6937,0,19.82,4.861387,48.613871,4.86E+04,1025.5588,25.4727,25.4717,29.7442,33.9219,0.23,1.9341,1.2492,4.2993,0,0.1136,0.1368,2.6532,6.64E+03,100.065,11.88913,0,0,0,0.00E+00
35.8252,19.6937,0,19.83,4.861451,48.614512,4.86E+04,1025.5592,25.4731,25.4721,29.7446,33.9223,0.23,1.9341,1.2668,4.3,0,0.1136,0.138,2.6532,6.64E+03,100.074,11.88909,0,0,0.01,0.00E+00
35.8252,19.6931,0,19.841,4.861395,48.613951,4.86E+04,1025.5594,25.4732,25.4723,29.7447,33.9225,0.231,1.9341,1.2668,4.3007,0,0.1136,0.138,2.6532,6.64E+03,100.082,11.88919,0,0,0.02,0.00E+00
35.8258,19.693,0,19.852,4.861455,48.614552,4.86E+04,1025.56,25.4738,25.4728,29.7452,33.923,0.232,1.9341,1.2668,4.3014,0,0.1136,0.138,2.6532,6.64E+03,100.09,11.88917,0,0,0.02,0.00E+00
35.8262,19.6928,0,19.883,4.861479,48.614793,4.86E+04,1025.5604,25.4741,25.4731,29.7456,33.9233,0.234,1.9341,1.2492,4.3021,0,0.1136,0.1368,2.6532,6.64E+03,100.099,11.88918,0,0,0.05,0.00E+00
35.8257,19.6931,0,19.883,4.861451,48.614512,4.86E+04,1025.5599,25.4736,25.4726,29.7451,33.9228,0.235,1.9341,1.2492,4.3028,0,0.1136,0.1368,2.6532,6.64E+03,100.107,11.88916,0,0,0.02,0.00E+00
35.826,19.6931,0,19.914,4.861495,48.614953,4.86E+04,1025.5603,25.4738,25.4729,29.7453,33.9231,0.238,1.9341,1.2316,4.3035,0,0.1136,0.1355,2.6532,6.64E+03,100.116,11.88913,0,0,0.07,0.00E+00
