scan,timeY,prDM,t090C,t190C,c0S/m,c1S/m,V0,V1,V2,V3,V4,V5,sbeox0V,sbeox1V,CStarAt0,CStarTr0,flECO-AFL,turbWETntu0,par,latitude,longitude,depSM,potemp090C,potemp190C,sal00,sal11,sigma-é00,sigma-é11,sbeox0Mg/L,sbeox0Mm/L,sbeox1Mg/L,sbeox1Mm/L,oxsolMg/L,oxsatMg/L,dm,sva,T2-T190C,secS-priS,flag
200,1551416601,13.316,17.9061,17.9041,4.611966,4.612181,2.7033,4.4725,2.9182,0,0.2015,0.0818,4.4725,-3.81E-07,2.2145,57.4865,1.5011,0.124,1.00E-12,27.01492,-111.4108,13.228,17.9038,17.9018,35.2653,35.2688,25.499,25.5022,11.973,374.161,-1.9916,-62.24,7.6771,7.66579,0.0006,247.792,-0.002,0.0036,0.00E+00
201,1551416601,13.317,17.9061,17.9042,4.611966,4.612181,2.7021,4.4725,2.9389,0,0.2015,0.0818,4.4725,-3.82E-07,2.2163,57.4605,1.5011,0.124,1.00E-12,27.01492,-111.4108,13.229,17.9038,17.9019,35.2653,35.2687,25.499,25.5021,11.9752,374.229,-1.9916,-62.24,7.6771,7.66579,0.0006,247.793,-0.0019,0.0035,0.00E+00
202,1551416601,13.318,17.9059,17.9044,4.611959,4.612182,2.7021,4.4725,2.9475,0,0.2015,0.0818,4.4725,-3.83E-07,2.2163,57.4605,1.5011,0.124,1.00E-12,27.01492,-111.4108,13.23,17.9036,17.9021,35.2654,35.2686,25.4991,25.5019,11.9773,374.296,-1.9916,-62.24,7.67712,7.66581,0.0006,247.78,-0.0015,0.0032,0.00E+00
203,1551416601,13.319,17.9059,17.9046,4.611884,4.612189,2.7021,4.4725,2.9524,0,0.2015,0.0818,4.4725,-3.85E-07,2.2163,57.4605,1.5011,0.124,1.00E-12,27.01492,-111.4108,13.231,17.9036,17.9023,35.2647,35.2685,25.4986,25.5018,11.9794,374.362,-1.9916,-62.239,7.67715,7.66584,0.0006,247.827,-0.0013,0.0037,0.00E+00
204,1551416601,13.32,17.9056,17.9046,4.611868,4.612211,2.7021,4.4725,2.9597,0,0.2015,0.083,4.4725,-3.86E-07,2.2163,57.4605,1.5011,0.1301,1.00E-12,27.01492,-111.4108,13.232,17.9033,17.9023,35.2648,35.2687,25.4988,25.5019,11.9815,374.426,-1.9916,-62.239,7.67719,7.66588,0.0006,247.811,-0.001,0.0038,0.00E+00
205,1551416601,13.322,17.9056,17.9048,4.611861,4.612262,2.7021,4.4725,2.9731,0,0.2027,0.0855,4.4725,-3.87E-07,2.2163,57.4605,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.234,17.9033,17.9025,35.2648,35.2689,25.4987,25.5021,11.9831,374.478,-1.9916,-62.239,7.67719,7.66588,0.0006,247.815,-0.0008,0.0041,0.00E+00
206,1551416601,13.324,17.9056,17.9049,4.611861,4.612262,2.7021,4.4725,2.989,0,0.2027,0.0855,4.4725,-3.89E-07,2.2163,57.4605,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.236,17.9033,17.9026,35.2648,35.2688,25.4987,25.502,11.9847,374.528,-1.9916,-62.239,7.67719,7.66588,0.0006,247.815,-0.0007,0.004,0.00E+00
207,1551416601,13.326,17.9056,17.905,4.611861,4.612285,2.7021,4.4725,2.989,0,0.2027,0.0855,4.4725,-3.90E-07,2.2163,57.4605,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.238,17.9033,17.9027,35.2648,35.2689,25.4987,25.5021,11.9863,374.577,-1.9916,-62.239,7.67719,7.66588,0.0006,247.815,-0.0006,0.0042,0.00E+00
208,1551416601,13.329,17.9056,17.905,4.611861,4.612292,2.7021,4.4725,2.989,0,0.2027,0.0855,4.4725,-3.91E-07,2.2163,57.4605,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.241,17.9033,17.9027,35.2648,35.269,25.4987,25.5021,11.9878,374.625,-1.9916,-62.239,7.67719,7.66588,0.0006,247.816,-0.0006,0.0042,0.00E+00
209,1551416601,13.333,17.9061,17.905,4.611869,4.612292,2.7021,4.4725,2.989,0,0.2027,0.0855,4.4725,-3.92E-07,2.2163,57.4605,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.245,17.9038,17.9027,35.2644,35.269,25.4983,25.5021,11.9892,374.668,-1.9916,-62.239,7.67714,7.66583,0.0006,247.854,-0.0011,0.0046,0.00E+00
210,1551416601,13.337,17.9064,17.905,4.611877,4.612306,2.7021,4.4725,2.989,0,0.2027,0.0855,4.4725,-3.94E-07,2.2163,57.4605,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.249,17.9041,17.9027,35.2642,35.2691,25.4981,25.5022,11.9906,374.711,-1.9916,-62.239,7.6771,7.66579,0.0006,247.875,-0.0014,0.0049,0.00E+00
211,1551416601,13.341,17.9064,17.905,4.611967,4.612299,2.7009,4.4725,2.9744,0,0.2027,0.0855,4.4725,-3.95E-07,2.2181,57.4346,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.253,17.9041,17.9027,35.265,35.2691,25.4987,25.5022,11.9919,374.752,-1.9916,-62.239,7.67707,7.66576,0.0006,247.819,-0.0014,0.0041,0.00E+00
212,1551416601,13.345,17.9068,17.905,4.612044,4.612292,2.7009,4.4725,2.956,0,0.2027,0.0855,4.4725,-3.96E-07,2.2181,57.4346,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.257,17.9045,17.9027,35.2653,35.269,25.4988,25.5021,11.9925,374.772,-1.9916,-62.239,7.677,7.66568,0.0007,247.806,-0.0018,0.0037,0.00E+00
213,1551416601,13.348,17.9068,17.9051,4.612081,4.612292,2.7009,4.4725,2.9487,0,0.2027,0.0855,4.4725,-3.98E-07,2.2181,57.4346,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.26,17.9045,17.9028,35.2656,35.2689,25.4991,25.502,11.993,374.786,-1.9916,-62.239,7.67698,7.66567,0.0007,247.783,-0.0017,0.0033,0.00E+00
214,1551416601,13.351,17.9069,17.905,4.612081,4.612299,2.7009,4.4725,2.9487,0,0.2027,0.0855,4.4725,-3.99E-07,2.2181,57.4346,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.263,17.9046,17.9027,35.2655,35.2691,25.499,25.5022,11.9931,374.79,-1.9916,-62.239,7.67697,7.66566,0.0007,247.792,-0.0019,0.0035,0.00E+00
215,1551416602,13.354,17.9069,17.9051,4.612081,4.612299,2.7009,4.4737,2.9487,0,0.2027,0.0855,4.4738,-4.00E-07,2.2181,57.4346,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.266,17.9046,17.9028,35.2655,35.269,25.499,25.5021,11.9972,374.916,-1.9916,-62.239,7.67697,7.66566,0.0007,247.792,-0.0018,0.0034,0.00E+00
216,1551416602,13.355,17.9069,17.9051,4.612081,4.612299,2.7009,4.4811,2.9487,0,0.2027,0.0855,4.4811,-4.01E-07,2.2181,57.4346,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.267,17.9046,17.9028,35.2655,35.269,25.499,25.5021,12.0192,375.606,-1.9916,-62.239,7.67697,7.66566,0.0007,247.792,-0.0018,0.0034,0.00E+00
217,1551416602,13.357,17.9068,17.9052,4.612044,4.6123,2.7009,4.4835,2.9487,0,0.2027,0.0855,4.4835,-4.03E-07,2.2181,57.4346,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.269,17.9045,17.9029,35.2653,35.2689,25.4988,25.502,12.0266,375.837,-1.9916,-62.239,7.677,7.66568,0.0007,247.807,-0.0016,0.0036,0.00E+00
218,1551416602,13.358,17.9068,17.9052,4.612036,4.612307,2.7009,4.4835,2.9499,0,0.2027,0.0855,4.4835,-4.04E-07,2.2181,57.4346,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.27,17.9045,17.9029,35.2652,35.2689,25.4988,25.502,12.0268,375.841,-1.9916,-62.239,7.677,7.66569,0.0007,247.812,-0.0016,0.0037,0.00E+00
219,1551416602,13.358,17.9066,17.9052,4.611968,4.612329,2.7009,4.4835,2.9536,0,0.2027,0.0855,4.4835,-4.05E-07,2.2181,57.4346,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.27,17.9043,17.9029,35.2648,35.2691,25.4985,25.5022,12.0267,375.839,-1.9916,-62.239,7.67705,7.66573,0.0007,247.837,-0.0014,0.0043,0.00E+00
220,1551416602,13.359,17.9063,17.9054,4.611863,4.612343,2.7009,4.4847,2.9756,0,0.2027,0.0855,4.4847,-4.07E-07,2.2181,57.4346,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.271,17.904,17.9031,35.2642,35.2691,25.4981,25.5021,12.0299,375.941,-1.9916,-62.238,7.67712,7.66581,0.0007,247.877,-0.0009,0.0049,0.00E+00
221,1551416602,13.36,17.9056,17.9054,4.611861,4.612343,2.7009,4.4847,3.0269,0,0.2027,0.0855,4.4847,-4.08E-07,2.2181,57.4346,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.272,17.9033,17.9031,35.2648,35.2691,25.4987,25.5021,12.029,375.911,-1.9916,-62.238,7.67719,7.66588,0.0007,247.817,-0.0002,0.0043,0.00E+00
222,1551416602,13.36,17.9054,17.9054,4.611852,4.612343,2.7009,4.4847,3.0769,0,0.2027,0.0855,4.4847,-4.09E-07,2.2181,57.4346,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.272,17.9031,17.9031,35.2649,35.2691,25.4988,25.5021,12.0276,375.867,-1.9916,-62.238,7.67722,7.66591,0.0007,247.806,0,0.0042,0.00E+00
223,1551416602,13.36,17.9054,17.9054,4.611845,4.612343,2.7009,4.4835,3.0769,0,0.2027,0.0855,4.4835,-4.10E-07,2.2181,57.4346,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.272,17.9031,17.9031,35.2648,35.2691,25.4988,25.5021,12.0225,375.708,-1.9916,-62.238,7.67722,7.66591,0.0007,247.81,0,0.0043,0.00E+00
224,1551416602,13.36,17.9053,17.9054,4.611845,4.612343,2.7009,4.4847,3.0769,0,0.2027,0.0855,4.4847,-4.12E-07,2.2181,57.4346,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.272,17.903,17.9031,35.2649,35.2691,25.4989,25.5021,12.0246,375.773,-1.9916,-62.238,7.67723,7.66592,0.0007,247.802,0.0001,0.0042,0.00E+00
225,1551416602,13.36,17.9053,17.9054,4.611837,4.612343,2.7009,4.4847,3.0769,0,0.2027,0.0855,4.4847,-4.13E-07,2.2181,57.4346,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.272,17.903,17.9031,35.2648,35.2691,25.4988,25.5021,12.023,375.723,-1.9916,-62.238,7.67724,7.66592,0.0007,247.807,0.0001,0.0043,0.00E+00
226,1551416602,13.361,17.9049,17.9054,4.611806,4.612343,2.7009,4.4847,3.0769,0,0.2027,0.0855,4.4847,-4.14E-07,2.2181,57.4346,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.273,17.9026,17.9031,35.2649,35.2691,25.499,25.5021,12.0214,375.673,-1.9916,-62.239,7.67729,7.66598,0.0007,247.791,0.0005,0.0042,0.00E+00
227,1551416602,13.361,17.9044,17.9054,4.611798,4.612343,2.7021,4.4847,3.0684,0,0.2027,0.0855,4.4847,-4.16E-07,2.2163,57.4605,1.5145,0.1424,1.00E-12,27.01492,-111.4108,13.273,17.9021,17.9031,35.2653,35.2691,25.4994,25.5021,12.0197,375.622,-1.9916,-62.239,7.67735,7.66604,0.0007,247.753,0.001,0.0038,0.00E+00
228,1551416602,13.361,17.9043,17.9054,4.611774,4.612315,2.7021,4.4847,3.0549,0,0.2015,0.0855,4.4847,-4.17E-07,2.2163,57.4605,1.5011,0.1424,1.00E-12,27.01492,-111.4108,13.273,17.902,17.9031,35.2652,35.2688,25.4993,25.5019,12.018,375.567,-1.9916,-62.239,7.67737,7.66606,0.0007,247.759,0.0011,0.0037,0.00E+00
229,1551416602,13.361,17.9043,17.9054,4.611774,4.612293,2.7021,4.4835,3.0537,0,0.2015,0.083,4.4835,-4.18E-07,2.2163,57.4605,1.5011,0.1301,1.00E-12,27.01492,-111.4108,13.273,17.902,17.9031,35.2652,35.2687,25.4993,25.5017,12.0125,375.396,-1.9916,-62.239,7.67737,7.66606,0.0007,247.759,0.0011,0.0035,0.00E+00
230,1551416602,13.361,17.9043,17.9054,4.611767,4.612271,2.7033,4.4835,3.0501,0,0.2015,0.0781,4.4835,-4.19E-07,2.2145,57.4865,1.5011,0.1057,1.00E-12,27.01492,-111.4108,13.273,17.902,17.9031,35.2651,35.2685,25.4993,25.5016,12.0106,375.337,-1.9916,-62.239,7.67737,7.66606,0.0007,247.764,0.0011,0.0034,0.00E+00
231,1551416602,13.361,17.9043,17.9052,4.611746,4.612264,2.7033,4.4835,3.0427,0,0.2015,0.0769,4.4835,-4.21E-07,2.2145,57.4865,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.273,17.902,17.9029,35.2649,35.2686,25.4992,25.5017,12.0087,375.276,-1.9916,-62.239,7.67738,7.66607,0.0007,247.777,0.0009,0.0037,0.00E+00
232,1551416602,13.361,17.9043,17.9049,4.611731,4.612249,2.7033,4.4835,3.0354,0,0.2015,0.0769,4.4835,-4.22E-07,2.2145,57.4865,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.273,17.902,17.9026,35.2648,35.2687,25.4991,25.5019,12.0064,375.204,-1.9916,-62.239,7.67738,7.66607,0.0007,247.786,0.0006,0.0039,0.00E+00
233,1551416602,13.361,17.9043,17.9048,4.611731,4.612163,2.7045,4.4835,3.0317,0,0.2015,0.0769,4.4835,-4.23E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.273,17.902,17.9025,35.2648,35.2681,25.4991,25.5014,12.0037,375.121,-1.9916,-62.24,7.67738,7.66607,0.0007,247.786,0.0005,0.0033,0.00E+00
234,1551416602,13.361,17.9043,17.9044,4.611723,4.612153,2.7045,4.4835,3.0317,0,0.2015,0.0769,4.4835,-4.25E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.273,17.902,17.9021,35.2647,35.2683,25.499,25.5017,12.001,375.038,-1.9917,-62.24,7.67739,7.66608,0.0007,247.791,0.0001,0.0036,0.00E+00
235,1551416602,13.361,17.9043,17.9042,4.611708,4.612139,2.7045,4.4835,3.0293,0,0.2015,0.0769,4.4835,-4.26E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.273,17.902,17.9019,35.2646,35.2684,25.4989,25.5018,11.9983,374.953,-1.9917,-62.24,7.67739,7.66608,0.0007,247.801,-0.0001,0.0038,0.00E+00
236,1551416602,13.361,17.9041,17.9038,4.611707,4.612095,2.7045,4.4811,3.0244,0,0.2015,0.0769,4.4811,-4.27E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.273,17.9018,17.9015,35.2648,35.2683,25.4991,25.5019,11.9884,374.643,-1.9917,-62.241,7.67741,7.6661,0.0007,247.784,-0.0003,0.0036,0.00E+00
237,1551416602,13.361,17.9039,17.9035,4.611707,4.611849,2.7045,4.4799,3.0195,0,0.2015,0.0769,4.4799,-4.28E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.273,17.9016,17.9012,35.2649,35.2665,25.4993,25.5006,11.9821,374.445,-1.9917,-62.242,7.67743,7.66613,0.0007,247.767,-0.0004,0.0016,0.00E+00
238,1551416602,13.361,17.9039,17.9032,4.611707,4.611812,2.7045,4.4786,3.0195,0,0.2015,0.0769,4.4786,-4.30E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.273,17.9016,17.9009,35.2649,35.2664,25.4993,25.5006,11.9753,374.235,-1.9917,-62.242,7.67743,7.66613,0.0007,247.767,-0.0007,0.0015,0.00E+00
239,1551416603,13.361,17.9039,17.9027,4.611707,4.611811,2.7045,4.4786,3.0171,0,0.2015,0.0769,4.4786,-4.31E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.273,17.9016,17.9004,35.2649,35.2669,25.4993,25.501,11.9725,374.145,-1.9917,-62.243,7.67743,7.66613,0.0007,247.767,-0.0012,0.0019,0.00E+00
240,1551416603,13.36,17.9039,17.9025,4.61173,4.61181,2.7045,4.4786,3.011,0,0.2015,0.0769,4.4786,-4.32E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.272,17.9016,17.9002,35.2651,35.267,25.4994,25.5012,11.9699,374.064,-1.9917,-62.243,7.67743,7.66612,0.0007,247.752,-0.0014,0.0019,0.00E+00
241,1551416603,13.36,17.9039,17.9025,4.611789,4.61181,2.7045,4.4786,3.011,0,0.2015,0.0769,4.4786,-4.34E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.272,17.9016,17.9002,35.2656,35.267,25.4998,25.5012,11.969,374.038,-1.9917,-62.243,7.6774,7.66609,0.0007,247.715,-0.0014,0.0014,0.00E+00
242,1551416603,13.36,17.9048,17.9023,4.6118,4.611846,2.7045,4.4786,3.011,0,0.2015,0.0769,4.4786,-4.35E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.272,17.9025,17.9,35.2649,35.2675,25.4991,25.5016,11.9687,374.027,-1.9917,-62.243,7.6773,7.66599,0.0007,247.786,-0.0025,0.0026,0.00E+00
243,1551416603,13.36,17.9048,17.9023,4.611822,4.611853,2.7045,4.4786,3.011,0,0.2015,0.0769,4.4786,-4.36E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.272,17.9025,17.9,35.2651,35.2676,25.4992,25.5017,11.9686,374.023,-1.9917,-62.243,7.67729,7.66598,0.0007,247.773,-0.0025,0.0024,0.00E+00
244,1551416603,13.359,17.9048,17.9023,4.61183,4.611933,2.7045,4.4786,3.011,0,0.2015,0.0769,4.4786,-4.38E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.271,17.9025,17.9,35.2652,35.2682,25.4992,25.5022,11.9685,374.022,-1.9917,-62.243,7.67729,7.66598,0.0007,247.768,-0.0025,0.003,0.00E+00
245,1551416603,13.359,17.9048,17.9022,4.61183,4.611932,2.7045,4.4786,3.0061,0,0.2015,0.0769,4.4786,-4.39E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.271,17.9025,17.8999,35.2652,35.2683,25.4992,25.5023,11.9689,374.032,-1.9917,-62.243,7.67729,7.66598,0.0007,247.768,-0.0026,0.0031,0.00E+00
246,1551416603,13.358,17.9048,17.9022,4.61183,4.611932,2.7045,4.4786,3.0061,0,0.2015,0.0769,4.4786,-4.40E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.27,17.9025,17.8999,35.2652,35.2683,25.4992,25.5023,11.9693,374.045,-1.9917,-62.243,7.67729,7.66598,0.0007,247.768,-0.0026,0.0031,0.00E+00
247,1551416603,13.357,17.9048,17.9022,4.61183,4.611933,2.7045,4.4786,3.0061,0,0.2015,0.0769,4.4786,-4.41E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.269,17.9025,17.8999,35.2652,35.2683,25.4992,25.5023,11.9697,374.06,-1.9917,-62.243,7.67729,7.66598,0.0007,247.767,-0.0026,0.0031,0.00E+00
248,1551416603,13.356,17.9048,17.9022,4.61183,4.61194,2.7045,4.4786,3.0061,0,0.2015,0.0769,4.4786,-4.43E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.268,17.9025,17.8999,35.2652,35.2684,25.4992,25.5023,11.97,374.068,-1.9917,-62.243,7.67729,7.66598,0.0007,247.767,-0.0026,0.0032,0.00E+00
249,1551416603,13.354,17.9048,17.9022,4.611822,4.61194,2.7045,4.4786,3.0037,0,0.2015,0.0769,4.4786,-4.44E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.266,17.9025,17.8999,35.2651,35.2684,25.4992,25.5023,11.9707,374.089,-1.9917,-62.243,7.67729,7.66598,0.0007,247.772,-0.0026,0.0033,0.00E+00
250,1551416603,13.352,17.9048,17.9022,4.611815,4.61194,2.7045,4.4786,2.9915,0,0.2015,0.0769,4.4786,-4.45E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.264,17.9025,17.8999,35.2651,35.2684,25.4992,25.5023,11.9714,374.111,-1.9917,-62.243,7.6773,7.66599,0.0007,247.777,-0.0026,0.0033,0.00E+00
251,1551416603,13.349,17.9048,17.9022,4.611815,4.611961,2.7045,4.4786,2.9915,0,0.2015,0.0769,4.4786,-4.47E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.261,17.9025,17.8999,35.2651,35.2686,25.4992,25.5025,11.9722,374.136,-1.9917,-62.242,7.6773,7.66599,0.0007,247.776,-0.0026,0.0035,0.00E+00
252,1551416603,13.345,17.9048,17.9023,4.611815,4.611976,2.7045,4.4786,2.9915,0,0.2015,0.0769,4.4786,-4.48E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.257,17.9025,17.9,35.2651,35.2686,25.4992,25.5025,11.9731,374.164,-1.9917,-62.242,7.6773,7.66599,0.0007,247.776,-0.0025,0.0035,0.00E+00
253,1551416603,13.34,17.9048,17.9025,4.611815,4.612077,2.7045,4.4786,2.9915,0,0.2015,0.0769,4.4786,-4.49E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.4108,13.252,17.9025,17.9002,35.2651,35.2693,25.4992,25.503,11.9741,374.194,-1.9917,-62.242,7.6773,7.66599,0.0007,247.776,-0.0023,0.0042,0.00E+00
254,1551416603,13.335,17.9049,17.903,4.611822,4.612078,2.7045,4.4786,2.9915,0,0.2015,0.0757,4.4786,-4.50E-07,2.2127,57.5125,1.5011,0.0935,1.00E-12,27.01492,-111.4108,13.247,17.9026,17.9007,35.2651,35.2689,25.4991,25.5025,11.9748,374.217,-1.9917,-62.241,7.67728,7.66597,0.0007,247.78,-0.0019,0.0038,0.00E+00
255,1551416603,13.331,17.9049,17.9032,4.611837,4.612079,2.7045,4.4786,3.0037,0,0.1978,0.0757,4.4786,-4.52E-07,2.2127,57.5125,1.4608,0.0935,1.00E-12,27.01492,-111.4108,13.243,17.9026,17.9009,35.2652,35.2687,25.4992,25.5023,11.9756,374.243,-1.9917,-62.241,7.67728,7.66597,0.0007,247.77,-0.0017,0.0035,0.00E+00
256,1551416603,13.327,17.9049,17.9034,4.611845,4.612095,2.7045,4.4774,3.0037,0,0.1966,0.0757,4.4774,-4.53E-07,2.2127,57.5125,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.239,17.9026,17.9011,35.2653,35.2687,25.4993,25.5023,11.9729,374.158,-1.9917,-62.241,7.67727,7.66596,0.0007,247.765,-0.0015,0.0034,0.00E+00
257,1551416603,13.325,17.9049,17.9035,4.611845,4.612095,2.7045,4.4762,3.0037,0,0.1966,0.0757,4.4762,-4.54E-07,2.2127,57.5125,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.237,17.9026,17.9012,35.2653,35.2686,25.4993,25.5022,11.9703,374.076,-1.9917,-62.241,7.67727,7.66596,0.0007,247.765,-0.0014,0.0034,0.00E+00
258,1551416603,13.323,17.9049,17.9037,4.611845,4.612103,2.7045,4.4762,3.0037,0,0.1966,0.0757,4.4762,-4.56E-07,2.2127,57.5125,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.235,17.9026,17.9014,35.2653,35.2685,25.4993,25.5021,11.9713,374.109,-1.9917,-62.24,7.67727,7.66596,0.0007,247.765,-0.0012,0.0033,0.00E+00
259,1551416603,13.321,17.9049,17.9037,4.611845,4.612103,2.7033,4.4762,3.0037,0,0.1966,0.0757,4.4762,-4.57E-07,2.2145,57.4865,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.233,17.9026,17.9014,35.2653,35.2685,25.4993,25.5021,11.9727,374.153,-1.9917,-62.24,7.67727,7.66596,0.0007,247.765,-0.0012,0.0033,0.00E+00
260,1551416603,13.32,17.9049,17.9038,4.611845,4.61211,2.7033,4.4762,2.9951,0,0.1966,0.0757,4.4762,-4.58E-07,2.2145,57.4865,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.232,17.9026,17.9015,35.2653,35.2685,25.4993,25.502,11.9742,374.198,-1.9917,-62.24,7.67727,7.66596,0.0007,247.765,-0.0011,0.0032,0.00E+00
261,1551416603,13.319,17.9049,17.9039,4.611845,4.612132,2.7033,4.4762,2.9805,0,0.1966,0.0757,4.4762,-4.59E-07,2.2145,57.4865,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.231,17.9026,17.9016,35.2653,35.2686,25.4993,25.5021,11.9751,374.227,-1.9917,-62.24,7.67727,7.66596,0.0007,247.764,-0.001,0.0033,0.00E+00
262,1551416603,13.318,17.9049,17.9039,4.611845,4.612139,2.7033,4.4762,2.9744,0,0.1966,0.0757,4.4762,-4.61E-07,2.2145,57.4865,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.23,17.9026,17.9016,35.2653,35.2686,25.4993,25.5021,11.9758,374.249,-1.9917,-62.24,7.67727,7.66596,0.0007,247.764,-0.001,0.0034,0.00E+00
263,1551416604,13.317,17.9051,17.904,4.611846,4.61214,2.7033,4.4762,2.9683,0,0.1966,0.0757,4.4762,-4.62E-07,2.2145,57.4865,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.229,17.9028,17.9017,35.2651,35.2686,25.4991,25.502,11.9761,374.26,-1.9917,-62.24,7.67725,7.66594,0.0007,247.781,-0.0011,0.0035,0.00E+00
264,1551416604,13.316,17.9051,17.904,4.611846,4.61214,2.7033,4.4762,2.9597,0,0.1966,0.0757,4.4762,-4.63E-07,2.2145,57.4865,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.228,17.9028,17.9017,35.2651,35.2686,25.4991,25.502,11.9765,374.272,-1.9917,-62.24,7.67725,7.66594,0.0007,247.781,-0.0011,0.0035,0.00E+00
265,1551416604,13.315,17.9051,17.904,4.611875,4.612147,2.7021,4.4762,2.9597,0,0.1966,0.0757,4.4762,-4.65E-07,2.2163,57.4605,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.227,17.9028,17.9017,35.2653,35.2686,25.4993,25.5021,11.9766,374.275,-1.9917,-62.24,7.67724,7.66593,0.0007,247.763,-0.0011,0.0033,0.00E+00
266,1551416604,13.314,17.9051,17.904,4.611883,4.61214,2.7021,4.4762,2.9597,0,0.1966,0.0757,4.4762,-4.66E-07,2.2163,57.4605,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.226,17.9028,17.9017,35.2654,35.2686,25.4993,25.502,11.9771,374.289,-1.9917,-62.24,7.67724,7.66593,0.0007,247.758,-0.0011,0.0032,0.00E+00
267,1551416604,13.312,17.9051,17.904,4.611883,4.612147,2.7021,4.4762,2.9597,0,0.1966,0.0757,4.4762,-4.67E-07,2.2163,57.4605,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.224,17.9028,17.9017,35.2654,35.2686,25.4993,25.5021,11.9775,374.303,-1.9917,-62.24,7.67724,7.66593,0.0007,247.758,-0.0011,0.0032,0.00E+00
268,1551416604,13.31,17.9051,17.904,4.611883,4.61214,2.7021,4.4762,2.9597,0,0.1966,0.0757,4.4762,-4.69E-07,2.2163,57.4605,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.222,17.9028,17.9017,35.2654,35.2686,25.4993,25.502,11.978,374.317,-1.9917,-62.24,7.67724,7.66593,0.0007,247.757,-0.0011,0.0032,0.00E+00
