scan,timeY,prDM,t090C,t190C,c0S/m,c1S/m,V0,V1,V2,V3,V4,V5,sbeox0V,sbeox1V,CStarAt0,CStarTr0,flECO-AFL,turbWETntu0,par,latitude,longitude,depSM,potemp090C,potemp190C,sal00,sal11,sigma-é00,sigma-é11,sbeox0Mg/L,sbeox0Mm/L,sbeox1Mg/L,sbeox1Mm/L,oxsolMg/L,oxsatMg/L,dm,sva,T2-T190C,secS-priS,flag
269,1551416604,13.308,17.9051,17.904,4.611883,4.612133,2.7021,4.4762,2.9634,0,0.1966,0.0757,4.4762,-4.70E-07,2.2163,57.4605,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.22,17.9028,17.9017,35.2654,35.2685,25.4993,25.502,11.9784,374.331,-1.9917,-62.24,7.67724,7.66593,0.0007,247.757,-0.0011,0.0031,0.00E+00
270,1551416604,13.305,17.9051,17.904,4.611875,4.612133,2.7021,4.4762,2.9792,0,0.1966,0.0757,4.4762,-4.71E-07,2.2163,57.4605,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.217,17.9028,17.9017,35.2653,35.2685,25.4993,25.502,11.9789,374.346,-1.9917,-62.24,7.67724,7.66593,0.0007,247.762,-0.0011,0.0032,0.00E+00
271,1551416604,13.303,17.9051,17.904,4.611875,4.612118,2.7021,4.4762,3.0024,0,0.1966,0.0757,4.4762,-4.72E-07,2.2163,57.4605,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.215,17.9028,17.9017,35.2653,35.2684,25.4993,25.5019,11.9794,374.362,-1.9917,-62.24,7.67724,7.66593,0.0007,247.762,-0.0011,0.003,0.00E+00
272,1551416604,13.3,17.9051,17.904,4.611875,4.612054,2.7021,4.4762,3.0171,0,0.1966,0.0757,4.4762,-4.74E-07,2.2163,57.4605,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.212,17.9028,17.9017,35.2653,35.2678,25.4993,25.5015,11.9799,374.377,-1.9917,-62.24,7.67724,7.66593,0.0007,247.762,-0.0011,0.0025,0.00E+00
273,1551416604,13.298,17.9051,17.904,4.611875,4.612054,2.7021,4.4762,3.0256,0,0.1966,0.0757,4.4762,-4.75E-07,2.2163,57.4605,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.21,17.9028,17.9017,35.2654,35.2678,25.4993,25.5015,11.9807,374.402,-1.9917,-62.24,7.67724,7.66593,0.0007,247.762,-0.0011,0.0025,0.00E+00
274,1551416604,13.297,17.9051,17.904,4.611875,4.612054,2.7021,4.4762,3.0366,0,0.1966,0.0757,4.4762,-4.76E-07,2.2163,57.4605,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.209,17.9028,17.9017,35.2654,35.2678,25.4993,25.5015,11.9815,374.427,-1.9917,-62.24,7.67724,7.66593,0.0007,247.762,-0.0011,0.0025,0.00E+00
275,1551416604,13.294,17.9054,17.9041,4.611876,4.612054,2.7033,4.4762,3.0513,0,0.1966,0.0757,4.4762,-4.78E-07,2.2145,57.4865,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.206,17.9031,17.9018,35.2651,35.2678,25.499,25.5014,11.9822,374.45,-1.9917,-62.24,7.67721,7.6659,0.0007,247.787,-0.0013,0.0027,0.00E+00
276,1551416604,13.292,17.9054,17.9042,4.611906,4.612055,2.7033,4.4762,3.0708,0,0.1966,0.0757,4.4762,-4.79E-07,2.2145,57.4865,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.204,17.9031,17.9019,35.2654,35.2677,25.4992,25.5013,11.983,374.474,-1.9917,-62.24,7.6772,7.66589,0.0007,247.768,-0.0012,0.0023,0.00E+00
277,1551416604,13.289,17.9056,17.9042,4.611922,4.612127,2.7021,4.4762,3.0708,0,0.1966,0.0757,4.4762,-4.80E-07,2.2163,57.4605,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.201,17.9033,17.9019,35.2653,35.2683,25.4991,25.5018,11.9838,374.498,-1.9916,-62.24,7.67717,7.66586,0.0007,247.775,-0.0014,0.003,0.00E+00
278,1551416604,13.287,17.9056,17.9044,4.61193,4.612127,2.7021,4.4762,3.0794,0,0.1966,0.0757,4.4762,-4.81E-07,2.2163,57.4605,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.199,17.9033,17.9021,35.2654,35.2681,25.4992,25.5016,11.9845,374.522,-1.9916,-62.239,7.67717,7.66585,0.0007,247.77,-0.0012,0.0027,0.00E+00
279,1551416604,13.284,17.9059,17.9044,4.611938,4.612155,2.7021,4.4762,3.0794,0,0.1966,0.0757,4.4762,-4.83E-07,2.2163,57.4605,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.196,17.9036,17.9021,35.2652,35.2684,25.499,25.5018,11.9853,374.545,-1.9916,-62.239,7.67713,7.66582,0.0007,247.791,-0.0015,0.0032,0.00E+00
280,1551416604,13.282,17.9059,17.9044,4.611938,4.612162,2.7021,4.4762,3.0867,0,0.1966,0.0757,4.4762,-4.84E-07,2.2163,57.4605,1.4474,0.0935,1.00E-12,27.01492,-111.4108,13.194,17.9036,17.9021,35.2652,35.2684,25.499,25.5018,11.9861,374.57,-1.9916,-62.239,7.67713,7.66582,0.0007,247.791,-0.0015,0.0032,0.00E+00
281,1551416604,13.28,17.9059,17.9044,4.611953,4.612162,2.7021,4.4762,3.0904,0,0.1978,0.0781,4.4762,-4.85E-07,2.2163,57.4605,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.192,17.9036,17.9021,35.2653,35.2684,25.4991,25.5018,11.9866,374.585,-1.9916,-62.239,7.67712,7.66581,0.0007,247.781,-0.0015,0.0031,0.00E+00
282,1551416604,13.277,17.9059,17.9044,4.611953,4.61217,2.7021,4.4762,3.094,0,0.1978,0.0781,4.4762,-4.87E-07,2.2163,57.4605,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.189,17.9036,17.9021,35.2653,35.2685,25.4991,25.5019,11.9868,374.592,-1.9916,-62.239,7.67712,7.66581,0.0007,247.781,-0.0015,0.0032,0.00E+00
283,1551416604,13.275,17.9059,17.9044,4.611953,4.61217,2.7021,4.4774,3.116,0,0.1978,0.0781,4.4774,-4.88E-07,2.2163,57.4605,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.187,17.9036,17.9021,35.2653,35.2685,25.4991,25.5019,11.9905,374.71,-1.9916,-62.239,7.67712,7.66581,0.0007,247.781,-0.0015,0.0032,0.00E+00
284,1551416604,13.273,17.9059,17.9044,4.611953,4.612198,2.7021,4.4774,3.16,0,0.1978,0.0781,4.4774,-4.89E-07,2.2163,57.4605,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.185,17.9036,17.9021,35.2653,35.2687,25.4991,25.5021,11.9907,374.714,-1.9916,-62.239,7.67712,7.66581,0.0007,247.781,-0.0015,0.0034,0.00E+00
285,1551416604,13.272,17.9059,17.9046,4.611953,4.612199,2.7021,4.4774,3.1929,0,0.1978,0.0781,4.4774,-4.91E-07,2.2163,57.4605,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.184,17.9036,17.9023,35.2653,35.2686,25.4991,25.5019,11.9908,374.718,-1.9916,-62.239,7.67712,7.66581,0.0007,247.781,-0.0013,0.0032,0.00E+00
286,1551416604,13.27,17.9059,17.9046,4.611953,4.612199,2.7009,4.4774,3.2295,0,0.1978,0.0781,4.4774,-4.92E-07,2.2181,57.4346,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.182,17.9036,17.9023,35.2653,35.2686,25.4991,25.5019,11.9909,374.721,-1.9916,-62.239,7.67712,7.66581,0.0007,247.781,-0.0013,0.0032,0.00E+00
287,1551416605,13.27,17.9059,17.9046,4.611953,4.612199,2.7009,4.4774,3.2735,0,0.1978,0.0781,4.4774,-4.93E-07,2.2181,57.4346,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.182,17.9036,17.9023,35.2653,35.2686,25.4991,25.5019,11.991,374.724,-1.9916,-62.239,7.67712,7.66581,0.0007,247.781,-0.0013,0.0032,0.00E+00
288,1551416605,13.269,17.9059,17.9046,4.611953,4.612214,2.7009,4.4774,3.2808,0,0.1978,0.0781,4.4774,-4.94E-07,2.2181,57.4346,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.181,17.9036,17.9023,35.2653,35.2687,25.4991,25.502,11.9911,374.726,-1.9916,-62.239,7.67712,7.66581,0.0007,247.78,-0.0013,0.0034,0.00E+00
289,1551416605,13.268,17.9059,17.9047,4.611961,4.612214,2.7009,4.4762,3.2808,0,0.1978,0.0781,4.4762,-4.96E-07,2.2181,57.4346,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.18,17.9036,17.9024,35.2654,35.2686,25.4991,25.5019,11.9875,374.614,-1.9916,-62.239,7.67712,7.66581,0.0007,247.775,-0.0012,0.0032,0.00E+00
290,1551416605,13.268,17.9059,17.9047,4.611961,4.612214,2.7009,4.4774,3.2808,0,0.1978,0.0781,4.4774,-4.97E-07,2.2181,57.4346,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.18,17.9036,17.9024,35.2654,35.2686,25.4991,25.5019,11.9911,374.727,-1.9916,-62.239,7.67712,7.66581,0.0007,247.775,-0.0012,0.0032,0.00E+00
291,1551416605,13.268,17.9061,17.9047,4.611953,4.612221,2.7009,4.4774,3.2808,0,0.1978,0.0781,4.4774,-4.98E-07,2.2181,57.4346,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.18,17.9038,17.9024,35.2652,35.2687,25.4989,25.5019,11.9911,374.726,-1.9916,-62.239,7.6771,7.66579,0.0007,247.798,-0.0014,0.0035,0.00E+00
292,1551416605,13.268,17.9061,17.9047,4.611968,4.612221,2.6996,4.4774,3.2808,0,0.1978,0.0781,4.4774,-5.00E-07,2.2199,57.4086,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.18,17.9038,17.9024,35.2653,35.2687,25.499,25.5019,11.991,374.724,-1.9916,-62.239,7.6771,7.66579,0.0007,247.788,-0.0014,0.0034,0.00E+00
293,1551416605,13.268,17.9061,17.9047,4.61199,4.61225,2.6996,4.4774,3.2589,0,0.1978,0.0781,4.4774,-5.01E-07,2.2199,57.4086,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.18,17.9038,17.9024,35.2655,35.2689,25.4991,25.5021,11.9912,374.732,-1.9916,-62.239,7.67709,7.66578,0.0007,247.775,-0.0014,0.0034,0.00E+00
294,1551416605,13.267,17.9061,17.9047,4.61199,4.61225,2.6996,4.4774,3.2357,0,0.1978,0.0781,4.4774,-5.02E-07,2.2199,57.4086,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.179,17.9038,17.9024,35.2655,35.2689,25.4991,25.5021,11.992,374.756,-1.9916,-62.239,7.67709,7.66578,0.0007,247.775,-0.0014,0.0034,0.00E+00
295,1551416605,13.267,17.9061,17.9047,4.61199,4.61225,2.6996,4.4774,3.2149,0,0.1978,0.0781,4.4774,-5.03E-07,2.2199,57.4086,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.179,17.9038,17.9024,35.2655,35.2689,25.4991,25.5021,11.9927,374.778,-1.9916,-62.239,7.67709,7.66578,0.0007,247.775,-0.0014,0.0034,0.00E+00
296,1551416605,13.267,17.9061,17.9047,4.61199,4.61225,2.6996,4.4774,3.1978,0,0.1978,0.0781,4.4774,-5.03E-07,2.2199,57.4086,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.179,17.9038,17.9024,35.2655,35.2689,25.4991,25.5021,11.9934,374.798,-1.9916,-62.239,7.67709,7.66578,0.0007,247.775,-0.0014,0.0034,0.00E+00
297,1551416605,13.267,17.9061,17.9047,4.611968,4.612257,2.6996,4.4786,3.1819,0,0.1978,0.0781,4.4786,-5.05E-07,2.2199,57.4086,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.179,17.9038,17.9024,35.2653,35.269,25.499,25.5022,11.9976,374.93,-1.9916,-62.239,7.6771,7.66579,0.0007,247.788,-0.0014,0.0037,0.00E+00
298,1551416605,13.267,17.9061,17.9047,4.611968,4.61225,2.7009,4.4786,3.1563,0,0.1978,0.0781,4.4786,-5.06E-07,2.2181,57.4346,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.179,17.9038,17.9024,35.2653,35.2689,25.499,25.5021,11.9981,374.947,-1.9916,-62.239,7.6771,7.66579,0.0007,247.788,-0.0014,0.0036,0.00E+00
299,1551416605,13.267,17.9061,17.9048,4.611975,4.612244,2.7009,4.4786,3.1233,0,0.1978,0.0781,4.4786,-5.07E-07,2.2181,57.4346,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.179,17.9038,17.9025,35.2654,35.2688,25.499,25.502,11.9986,374.961,-1.9916,-62.239,7.67709,7.66578,0.0007,247.784,-0.0013,0.0034,0.00E+00
300,1551416605,13.268,17.9061,17.9049,4.61199,4.612244,2.7009,4.4786,3.0891,0,0.1978,0.0781,4.4786,-5.09E-07,2.2181,57.4346,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.18,17.9038,17.9026,35.2655,35.2687,25.4991,25.5019,11.999,374.974,-1.9916,-62.239,7.67709,7.66578,0.0007,247.775,-0.0012,0.0032,0.00E+00
301,1551416605,13.268,17.9061,17.9049,4.61199,4.612244,2.7009,4.4786,3.0611,0,0.1978,0.0781,4.4786,-5.12E-07,2.2181,57.4346,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.18,17.9038,17.9026,35.2655,35.2687,25.4991,25.5019,11.9994,374.985,-1.9916,-62.239,7.67709,7.66578,0.0007,247.775,-0.0012,0.0032,0.00E+00
302,1551416605,13.268,17.9061,17.9049,4.61199,4.612244,2.7009,4.4786,3.0366,0,0.1978,0.0781,4.4786,-5.13E-07,2.2181,57.4346,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.18,17.9038,17.9026,35.2655,35.2687,25.4991,25.5019,11.9994,374.986,-1.9916,-62.239,7.67709,7.66578,0.0007,247.775,-0.0012,0.0032,0.00E+00
303,1551416605,13.268,17.9061,17.905,4.612035,4.612265,2.7009,4.4786,3.0208,0,0.1978,0.0781,4.4786,-5.14E-07,2.2181,57.4346,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.18,17.9038,17.9027,35.2659,35.2688,25.4994,25.5019,11.9993,374.984,-1.9916,-62.238,7.67707,7.66576,0.0007,247.746,-0.0011,0.0029,0.00E+00
304,1551416605,13.269,17.9069,17.905,4.612098,4.612294,2.7009,4.4786,3.0061,0,0.1978,0.0781,4.4786,-5.16E-07,2.2181,57.4346,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.181,17.9046,17.9027,35.2657,35.269,25.4991,25.5021,11.9991,374.976,-1.9916,-62.238,7.67696,7.66565,0.0007,247.776,-0.0019,0.0033,0.00E+00
305,1551416605,13.269,17.9076,17.905,4.612115,4.612294,2.7009,4.4786,2.9866,0,0.1978,0.0781,4.4786,-5.17E-07,2.2181,57.4346,1.4608,0.1057,1.00E-12,27.01492,-111.4108,13.181,17.9053,17.9027,35.2653,35.269,25.4986,25.5021,11.9991,374.977,-1.9916,-62.238,7.67688,7.66557,0.0007,247.826,-0.0026,0.0038,0.00E+00
306,1551416605,13.27,17.9082,17.905,4.612139,4.612294,2.7009,4.4786,2.9658,0,0.2039,0.0757,4.4786,-5.18E-07,2.2181,57.4346,1.528,0.0935,1.00E-12,27.01492,-111.4108,13.182,17.9059,17.9027,35.2649,35.269,25.4982,25.5021,11.9991,374.976,-1.9916,-62.238,7.67681,7.66549,0.0007,247.863,-0.0032,0.0041,0.00E+00
307,1551416605,13.271,17.9082,17.905,4.612236,4.612294,2.7009,4.4786,2.9499,0,0.2076,0.0745,4.4786,-5.19E-07,2.2181,57.4346,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.183,17.9059,17.9027,35.2658,35.269,25.4988,25.5021,11.999,374.975,-1.9916,-62.238,7.67677,7.66546,0.0007,247.803,-0.0032,0.0033,0.00E+00
308,1551416605,13.272,17.9085,17.905,4.612236,4.612294,2.7009,4.4786,2.9377,0,0.2076,0.0745,4.4786,-5.21E-07,2.2181,57.4346,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.184,17.9062,17.9027,35.2655,35.269,25.4986,25.5021,11.9993,374.982,-1.9916,-62.238,7.67674,7.66542,0.0007,247.829,-0.0035,0.0035,0.00E+00
309,1551416605,13.273,17.9086,17.9051,4.612245,4.612295,2.7009,4.4786,2.9267,0,0.2076,0.0745,4.4786,-5.22E-07,2.2181,57.4346,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.185,17.9063,17.9028,35.2655,35.269,25.4985,25.5021,11.9995,374.988,-1.9916,-62.238,7.67672,7.66541,0.0007,247.832,-0.0035,0.0035,0.00E+00
310,1551416605,13.275,17.9086,17.9051,4.612245,4.612295,2.7009,4.4786,2.9133,0,0.2076,0.0745,4.4786,-5.23E-07,2.2181,57.4346,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.187,17.9063,17.9028,35.2655,35.269,25.4985,25.5021,11.9996,374.994,-1.9916,-62.238,7.67672,7.66541,0.0007,247.832,-0.0035,0.0035,0.00E+00
311,1551416606,13.276,17.9086,17.9052,4.612245,4.612288,2.7009,4.4786,2.9048,0,0.2076,0.0745,4.4786,-5.25E-07,2.2181,57.4346,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.188,17.9063,17.9029,35.2655,35.2688,25.4985,25.5019,11.9998,374.998,-1.9916,-62.238,7.67672,7.66541,0.0007,247.832,-0.0034,0.0033,0.00E+00
312,1551416606,13.276,17.9086,17.9052,4.612237,4.612288,2.7009,4.4786,2.8962,0,0.2076,0.0745,4.4786,-5.26E-07,2.2181,57.4346,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.188,17.9063,17.9029,35.2654,35.2688,25.4985,25.5019,11.9996,374.991,-1.9916,-62.238,7.67673,7.66541,0.0007,247.837,-0.0034,0.0034,0.00E+00
313,1551416606,13.278,17.9086,17.9052,4.612237,4.612288,2.7009,4.4786,2.8803,0,0.2076,0.0745,4.4786,-5.27E-07,2.2181,57.4346,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.19,17.9063,17.9029,35.2654,35.2688,25.4985,25.5019,11.997,374.912,-1.9916,-62.238,7.67673,7.66541,0.0007,247.837,-0.0034,0.0034,0.00E+00
314,1551416606,13.28,17.9086,17.9052,4.612207,4.612295,2.7021,4.4786,2.8669,0,0.2076,0.0745,4.4786,-5.28E-07,2.2163,57.4605,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.192,17.9063,17.9029,35.2652,35.2689,25.4983,25.502,11.9928,374.782,-1.9916,-62.238,7.67674,7.66543,0.0007,247.856,-0.0034,0.0037,0.00E+00
315,1551416606,13.281,17.908,17.9053,4.61219,4.612295,2.7021,4.4786,2.8596,0,0.2076,0.0745,4.4786,-5.30E-07,2.2163,57.4605,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.193,17.9057,17.903,35.2655,35.2688,25.4987,25.5019,11.9892,374.667,-1.9916,-62.238,7.67681,7.6655,0.0007,247.815,-0.0027,0.0032,0.00E+00
316,1551416606,13.283,17.9078,17.9053,4.61213,4.612324,2.7021,4.4786,2.8547,0,0.2076,0.0745,4.4786,-5.31E-07,2.2163,57.4605,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.195,17.9055,17.903,35.2652,35.269,25.4985,25.5021,11.9856,374.554,-1.9916,-62.238,7.67685,7.66554,0.0007,247.835,-0.0025,0.0038,0.00E+00
317,1551416606,13.284,17.9075,17.9056,4.612076,4.612382,2.7033,4.4799,2.8437,0,0.2076,0.0745,4.4799,-5.32E-07,2.2145,57.4865,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.196,17.9052,17.9033,35.265,35.2693,25.4984,25.5022,11.986,374.567,-1.9916,-62.238,7.67691,7.66559,0.0007,247.843,-0.0019,0.0043,0.00E+00
318,1551416606,13.285,17.9069,17.9056,4.612007,4.612469,2.7033,4.4823,2.8315,0,0.2076,0.0745,4.4823,-5.34E-07,2.2145,57.4865,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.197,17.9046,17.9033,35.2649,35.27,25.4985,25.5027,11.9899,374.689,-1.9916,-62.237,7.677,7.66569,0.0007,247.834,-0.0013,0.0051,0.00E+00
319,1551416606,13.286,17.9063,17.9063,4.611954,4.612478,2.7033,4.4823,2.8254,0,0.2076,0.0745,4.4823,-5.35E-07,2.2145,57.4865,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.198,17.904,17.904,35.265,35.2695,25.4987,25.5022,11.9867,374.59,-1.9915,-62.237,7.67708,7.66577,0.0007,247.815,0,0.0045,0.00E+00
320,1551416606,13.288,17.9061,17.9066,4.611953,4.612515,2.7033,4.4823,2.8168,0,0.2076,0.0745,4.4823,-5.36E-07,2.2145,57.4865,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.2,17.9038,17.9043,35.2652,35.2695,25.4989,25.5021,11.9835,374.491,-1.9915,-62.236,7.6771,7.66579,0.0007,247.799,0.0005,0.0044,0.00E+00
321,1551416606,13.291,17.9059,17.9069,4.611952,4.612516,2.7033,4.4823,2.8168,0,0.2076,0.0745,4.4823,-5.38E-07,2.2145,57.4865,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.203,17.9036,17.9046,35.2653,35.2693,25.4991,25.5019,11.9805,374.396,-1.9915,-62.236,7.67713,7.66581,0.0008,247.782,0.001,0.004,0.00E+00
322,1551416606,13.295,17.9059,17.9069,4.611952,4.612516,2.7033,4.4823,2.8168,0,0.2076,0.0745,4.4823,-5.39E-07,2.2145,57.4865,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.207,17.9036,17.9046,35.2653,35.2693,25.4991,25.5019,11.9778,374.312,-1.9915,-62.236,7.67713,7.66581,0.0008,247.783,0.001,0.004,0.00E+00
323,1551416606,13.298,17.9058,17.9069,4.611952,4.612516,2.7033,4.4823,2.8168,0,0.2076,0.0745,4.4823,-5.40E-07,2.2145,57.4865,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.21,17.9035,17.9046,35.2654,35.2693,25.4992,25.5019,11.9753,374.234,-1.9915,-62.236,7.67714,7.66583,0.0008,247.774,0.0011,0.0039,0.00E+00
324,1551416606,13.302,17.9058,17.9069,4.611952,4.612516,2.7033,4.4823,2.8168,0,0.2076,0.0745,4.4823,-5.41E-07,2.2145,57.4865,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.214,17.9035,17.9046,35.2654,35.2693,25.4992,25.5019,11.9729,374.158,-1.9915,-62.236,7.67714,7.66583,0.0008,247.774,0.0011,0.0039,0.00E+00
325,1551416606,13.305,17.9058,17.9069,4.611974,4.612444,2.7033,4.4823,2.8254,0,0.2076,0.0745,4.4823,-5.43E-07,2.2145,57.4865,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.217,17.9035,17.9046,35.2656,35.2687,25.4993,25.5014,11.9706,374.087,-1.9915,-62.236,7.67713,7.66582,0.0008,247.761,0.0011,0.0031,0.00E+00
326,1551416606,13.307,17.9058,17.9066,4.611989,4.612436,2.7033,4.4811,2.8254,0,0.2076,0.0745,4.4811,-5.44E-07,2.2145,57.4865,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.219,17.9035,17.9043,35.2657,35.2689,25.4994,25.5016,11.9648,373.907,-1.9915,-62.237,7.67712,7.66581,0.0008,247.752,0.0008,0.0031,0.00E+00
327,1551416606,13.31,17.9058,17.9065,4.611989,4.612427,2.7033,4.4811,2.8254,0,0.2076,0.0745,4.4811,-5.45E-07,2.2145,57.4865,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.222,17.9035,17.9042,35.2657,35.2689,25.4994,25.5016,11.9628,373.844,-1.9916,-62.237,7.67712,7.66581,0.0008,247.752,0.0007,0.0031,0.00E+00
328,1551416606,13.312,17.9059,17.9064,4.611989,4.612399,2.7033,4.4811,2.8254,0,0.2076,0.0745,4.4811,-5.47E-07,2.2145,57.4865,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.224,17.9036,17.9041,35.2656,35.2687,25.4993,25.5015,11.9607,373.776,-1.9916,-62.237,7.67711,7.6658,0.0008,247.761,0.0005,0.0031,0.00E+00
329,1551416606,13.313,17.9061,17.9064,4.61199,4.612399,2.7033,4.4823,2.8254,0,0.2076,0.0745,4.4823,-5.48E-07,2.2145,57.4865,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.225,17.9038,17.9041,35.2655,35.2687,25.4991,25.5015,11.9622,373.824,-1.9916,-62.237,7.67709,7.66578,0.0008,247.777,0.0003,0.0032,0.00E+00
330,1551416606,13.314,17.9061,17.9061,4.612005,4.612362,2.7033,4.4823,2.8181,0,0.2076,0.0745,4.4823,-5.49E-07,2.2145,57.4865,1.5683,0.0874,1.00E-12,27.01492,-111.4108,13.226,17.9038,17.9038,35.2656,35.2687,25.4992,25.5016,11.9603,373.765,-1.9916,-62.237,7.67708,7.66577,0.0008,247.768,0,0.0031,0.00E+00
331,1551416606,13.315,17.9061,17.9061,4.612005,4.61234,2.7033,4.4823,2.8071,0,0.2051,0.0757,4.4823,-5.51E-07,2.2145,57.4865,1.5414,0.0935,1.00E-12,27.01492,-111.4108,13.227,17.9038,17.9038,35.2656,35.2685,25.4992,25.5014,11.9588,373.719,-1.9916,-62.238,7.67708,7.66577,0.0008,247.768,0,0.0029,0.00E+00
332,1551416606,13.315,17.9061,17.9059,4.612005,4.612319,2.7033,4.4823,2.801,0,0.2002,0.0781,4.4823,-5.52E-07,2.2145,57.4865,1.4877,0.1057,1.00E-12,27.01492,-111.4108,13.227,17.9038,17.9036,35.2656,35.2685,25.4992,25.5015,11.9575,373.678,-1.9916,-62.238,7.67708,7.66577,0.0008,247.768,-0.0002,0.0029,0.00E+00
333,1551416606,13.316,17.9061,17.9057,4.612005,4.612318,2.7033,4.4823,2.7961,0,0.199,0.0781,4.4823,-5.53E-07,2.2145,57.4865,1.4743,0.1057,1.00E-12,27.01492,-111.4108,13.228,17.9038,17.9034,35.2656,35.2686,25.4992,25.5016,11.9572,373.667,-1.9916,-62.238,7.67708,7.66577,0.0008,247.768,-0.0004,0.003,0.00E+00
334,1551416606,13.316,17.9061,17.9056,4.612005,4.612318,2.7033,4.4823,2.79,0,0.199,0.0794,4.4823,-5.54E-07,2.2145,57.4865,1.4743,0.1118,1.00E-12,27.01492,-111.4108,13.228,17.9038,17.9033,35.2656,35.2687,25.4992,25.5017,11.9581,373.696,-1.9916,-62.238,7.67708,7.66577,0.0008,247.768,-0.0005,0.0031,0.00E+00
335,1551416607,13.317,17.9061,17.9054,4.612005,4.612302,2.7033,4.4823,2.7827,0,0.199,0.0794,4.4823,-5.56E-07,2.2145,57.4865,1.4743,0.1118,1.00E-12,27.01492,-111.4108,13.229,17.9038,17.9031,35.2656,35.2687,25.4992,25.5018,11.9593,373.734,-1.9916,-62.238,7.67708,7.66577,0.0008,247.768,-0.0007,0.0032,0.00E+00
336,1551416607,13.317,17.9061,17.9054,4.61199,4.612295,2.7033,4.4811,2.7827,0,0.199,0.0794,4.4811,-5.57E-07,2.2145,57.4865,1.4743,0.1118,1.00E-12,27.01492,-111.4108,13.229,17.9038,17.9031,35.2655,35.2687,25.4991,25.5018,11.957,373.662,-1.9916,-62.238,7.67709,7.66578,0.0008,247.778,-0.0007,0.0032,0.00E+00
337,1551416607,13.317,17.9061,17.9053,4.61199,4.612295,2.7033,4.4713,2.7827,0,0.199,0.0794,4.4713,-5.58E-07,2.2145,57.4865,1.4743,0.1118,1.00E-12,27.01492,-111.4108,13.229,17.9038,17.903,35.2655,35.2688,25.4991,25.5019,11.9289,372.783,-1.9916,-62.238,7.67709,7.66578,0.0008,247.778,-0.0008,0.0033,0.00E+00
